key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
35,"筹集委托：栅栏建材","为了对弯枝牧场的设施进行扩建，我们需要大量的梣木建材。若有刻木匠能够提供加工过的木材我们会提供丰厚报酬。",5,6,5,2,10,0,1,94,94,0,0,9,269,54,80012,917525,True,0,1,3780,287,6,19,5,2119045,110002,True,0,14
36,"制作委托：用于捐献的长枪","多亏了鬼哭队的警备，弯枝牧场才能够顺利建起各种设施。为了表达谢意，弯枝牧场准备向鬼哭队捐献一批带有羽毛装饰的长枪。现正在招募人员来制作这批长枪。",5,6,5,2,10,0,1,94,94,0,0,9,269,54,80012,917505,True,0,1,9430,174,7,18,5,2119045,110002,True,0,14
37,"制作委托：牧场用的裁缝工具","对于饲育陆行鸟这个职业而言，衣服和物品出现开线和磨损的情况简直是家常便饭了。每次找专业人员来修补这些用品也是一笔不小的开支。所以我们目前想要尽量凭借自己的力量来解决，希望能够有人提供给我们裁缝用的相应工具。",5,6,5,2,10,0,1,94,94,0,0,9,269,54,80012,917506,True,0,1,13090,230,7,18,5,2119045,110002,True,0,14
38,"筹集委托：廉价的木盾","最近有不少新手冒险者为了学习幻术来到格里达尼亚，而廉价的木盾也随着开始畅销。但我的库存快见底了，为了不坐失良机，求人制作梣木方盾。",9,6,5,2,10,0,1,39,39,0,0,9,269,39,80012,917507,True,0,1,9990,170,7,19,5,2257767,110007,True,0,14
39,"制作委托：铁制长枪","鬼哭队的新兵居然做出了将物资低价转卖给乌尔达哈的商人这种事，这在以前是难以想象的。虽然我们已经给与了犯人开除的处分，但是被卖掉的物资这一空缺也无法追回了。为了补充物资的库存，希望有实力的工匠能够前来协助。",9,6,5,2,15,0,1,39,39,0,0,9,269,39,80012,917526,True,0,1,18910,236,8,18,5,2257767,110007,True,0,14
40,"制作委托：榆木制幻具","为了对应今后的需求扩大，我们需要增加榆木制双手幻杖的库存量。希望有实力的工匠能够前来应聘。",9,6,5,2,15,0,1,39,39,0,0,9,269,39,80012,917527,True,0,1,13040,235,8,18,5,2257767,110007,True,0,14
41,"筹集委托：哨塔建材","为了防范鸟人族而新建的若斯兰哨塔近日准备新增防箭用的护板。现在正在招募人手及建材，希望有兴趣的工匠可以参加。",7,6,5,2,15,0,1,107,107,0,0,9,269,55,80012,917528,True,0,1,7170,350,8,19,5,2255476,110004,True,0,14
42,"制作委托：提供给鬼哭队的面具","鬼哭队现在正在为新加入第四枪队的新兵们采购面具。希望职业的工匠们能够热心提供已经制造完成的成品。",7,6,5,2,15,0,1,107,107,0,0,9,269,55,80012,917511,True,0,1,24790,240,9,18,5,2255476,110004,True,0,14
43,"制作委托：面向冒险者的木盾","日前有来自乌尔达哈的冒险者向我们询问木盾是否还有库存。可惜很不巧当时库房里已经没有木盾了。为了避免今后再次发生同样的情况，我们现出高价收购熟练工匠生产的优质木盾。",7,6,5,2,15,0,1,107,107,0,0,9,269,55,80012,917512,True,0,1,18910,170,9,18,5,2255476,110004,True,0,14
44,"筹集委托：梣木制短弓","随着新哨塔的建立，神勇队制定了增员弓兵的计划。不过事先预备的短弓却被妖精族的不良团伙给偷走了。为了填补这批被盗走的物资，我们现在需要征求熟练的工匠的帮助。",9,6,5,2,15,0,1,39,39,0,0,9,269,39,80012,917513,True,0,1,14920,174,9,19,5,2257767,110007,True,0,14
45,"制作委托：紫杉制幻具","硕老树冥想窟日前委托我们制造一批用紫杉为材料制作的幻具。据说这是预备向结束了基础修行的年轻幻术师们赠送的礼物。因为是礼物，所以质量上一定不能怠慢，希望有能力的工匠能够协助我们进行生产。",9,6,5,2,20,0,1,39,39,0,0,9,269,39,80012,917529,True,0,1,9540,287,10,18,5,2257767,110007,True,0,14
46,"批发委托：提供给鬼哭队的假面","为了纪念在5年前那场“加尔提诺战役”中逝去的勇士们，鬼哭队每个月都会举行通过焚烧面具来镇魂的仪式。因此现在需要大批仪式用的面具，希望有对自己技术有信心的工匠们能积极参与进来。",9,6,5,2,20,0,1,39,39,0,0,9,269,39,80012,917530,True,0,1,16800,192,10,26,5,2257767,110007,True,0,14
47,"筹集委托：面向义勇兵的长枪","我等鬼哭队第五枪队正在为迎击鸟人族来袭进行筹备，需要向辅城的年轻枪手们发配一批长枪。现招募能够制作出符合他们义勇兵身份的武器的工匠师傅。请有心人务必前来帮忙。",13,6,5,2,20,0,1,129,129,0,0,9,269,56,80012,917531,True,0,1,28010,245,10,19,5,2257677,110006,True,0,14
48,"制作委托：打磨武具用的砂轮","我等鬼哭队正在筹备砂轮以打磨枪尖与箭头。为了在鸟人族的威胁下守护石场水车，打磨完毕的武具是不可或缺的。我们诚心恭候技术娴熟的工匠前来协助。",13,6,5,2,20,0,1,129,129,0,0,9,269,56,80012,917517,True,0,1,17120,293,11,18,5,2257677,110006,True,0,14
49,"批发委托：研究新的防卫对策","我等鬼哭队第五枪队为了强化石场水车的防御，正在摸索新的策略。现在有新提议是用弩弓将铁制的长枪射出，以打落敌人的装甲气球。因此衷心恭候擅长制作长枪的工匠前来指导。",13,6,5,2,20,0,1,129,129,0,0,9,269,56,80012,917518,True,0,1,12960,91,11,26,5,2257677,110006,True,0,14
50,"制作委托：胡桃木材","我等鬼哭队第五枪队正在为迎击鸟人族来袭进行筹备，目前想要修复防御墙。但修墙所需的建材却不够用了。因此衷心希望有能力的工匠来协助我们。",13,6,5,2,20,0,1,129,129,0,0,9,269,56,80012,917519,True,0,1,8570,295,11,18,5,2257677,110006,True,0,14
51,"制作委托：白蛇花纹的圆盾","我们的一位大主顾的女儿最近完成了她的基本训练，因此家族中为了表示庆祝准备送给她的同期同学每人一面刻有白蛇花纹的圆盾。作为代表家族的礼物，做工自然是不能怠慢，希望有对自己刻绘技术有信心的工匠能够协助生产。",9,6,5,2,25,0,1,39,39,0,0,9,269,39,80012,917673,True,0,1,47200,316,12,18,5,2257767,110007,True,0,14
52,"筹集委托：银色光辉的战叉","我等鬼哭队第五枪队一向以诚实为信条。之前在训练中不小心将石场水车居民的耙子给弄坏了，因此我们想要赔偿一些物品来表示歉意。银光闪闪的战叉应该会符合他们的喜好吧。",13,6,5,2,25,0,1,129,129,0,0,9,269,56,80012,917674,True,0,1,36390,379,12,19,5,2257677,110019,True,0,14
53,"批发委托：高级家具用的木材","最近在乌尔达哈的富人群体中非常流行用高级木材打造的家具。因此东阿尔迪纳德商会向我们发来了大量的胡桃木材订单。单凭现在刻木匠行会的库存恐怕难以应付，我们急需对量产木材有自信的熟练工匠。",9,6,5,2,25,0,1,39,39,0,0,9,269,39,80012,917675,True,0,1,8660,202,12,26,5,2257767,110007,True,0,14
54,"制作委托：训练义勇兵用的木剑","我等鬼哭队第五枪队为有志成为义勇兵的年轻人们准备了相应的训练，并预计近期内举行一次战斗演习。因此需要一批木剑提供给扮演鸟人士兵的教官们。希望有专于打造木剑的工匠师傅能够前来协助。",13,6,5,2,25,0,1,129,129,0,0,9,269,56,80012,917676,True,0,1,39990,294,13,18,5,2257677,110019,True,0,14
55,"制作委托：提供给鬼哭队的长枪","守卫辅城是我等鬼哭队第五枪队的使命。经历了多次战斗，有不少武器都磨损了，我们需要新的武器。衷心希望有能力制作长枪的工匠来协助我们。",13,6,5,2,25,0,1,129,129,0,0,9,269,56,80012,917677,True,0,1,36390,388,13,18,5,2257677,110019,True,0,14
56,"批发委托：面向义勇兵的幻具","近日辅城的情况越来越严峻，随时都有可能受到鸟人族的进攻。为此我们请来了幻术师行会的法师向义勇兵们传授基础的幻术魔法，以备不时之需。现急需招募对制作幻具有自信的工匠师傅协助我们制作一批幻具，用来给义勇兵们训练用。",13,6,5,2,25,0,1,129,129,0,0,9,269,56,80012,917678,True,0,1,12000,107,13,26,5,2257677,110019,True,0,14
57,"筹集委托：送礼用的木剑","我的主人格格鲁玖贩卖古今东西的珍品，以此发家致富。因此，他对稀有的武具十分着迷。希望有能力制作古色古香的木剑的工匠来协助我们。",113,6,5,2,30,0,1,206,206,0,0,9,269,32,80012,917679,True,0,1,31070,377,14,19,5,3999030,110031,True,0,14
58,"制作委托：用于竞技大会奖励的弓","神勇队发来了筹集特殊弓的委托。他们为了提高队员们的能力准备筹办一次弓术竞技大会，并准备给成绩优秀的队员颁发相应的奖励。因此我们需要提供一批适合当作奖品的高质量的弓。希望技术娴熟的工匠们能够为我们打造。",9,6,5,2,30,0,1,39,39,0,0,9,269,39,80012,917680,True,0,1,64910,391,14,18,5,2257767,110007,True,0,14
59,"批发委托：仪式典礼用的长枪","邻国伊修加德的名门福尔唐家向我们发来了用于仪式典礼的长枪的订单。福尔唐家是伊修加德四大名门之一，因此这次交易绝对不允许有任何失败。希望能有对量产长枪有自信的熟练工匠前来接受工作。",9,6,5,2,30,0,1,39,39,0,0,9,269,39,80012,917681,True,0,1,31330,160,233,26,5,2257767,110007,True,0,14
60,"制作委托：用于狩猎的长弓","我的主人格格鲁玖最近好像对“狩猎”很感兴趣。并且想要去挑战一下狩猎水牛，所以需要准备狩猎时所使用的长弓。希望有能力制作此类武器的工匠来协助我们。",113,6,5,1,30,0,1,206,206,0,0,9,269,32,80011,917682,True,0,1,62560,428,15,18,5,3999030,110031,True,0,14
61,"制作委托：老手佣兵用的长枪","我的主人格格鲁玖想加强太阳海岸的防卫体系。因此想雇用一批优秀的枪术师当佣兵。希望有能力制作此类老手用长枪的工匠来协助我们。",113,6,5,1,30,0,1,206,206,0,0,9,269,32,80011,917683,True,0,1,67730,593,15,18,5,3999030,110031,True,0,14
62,"批发委托：捐赠给黑涡团的长枪","为向利姆萨·罗敏萨的政府表达协助之意，我的主人格格鲁玖想向黑涡团捐赠武具。为此需要数把长枪。希望有能力的工匠协助我们。",113,6,5,1,30,0,1,206,206,0,0,9,269,32,80011,917684,True,0,1,40640,184,234,26,5,3999030,110031,True,0,14
63,"筹集委托：格里达尼亚风格的长枪","狄兰达尔家希望我们为他们提供格里达尼亚风格的长枪。他们的骑兵使用的是金属制的长枪。由于想试验一下骨制枪是否好用，因此才订了兽骨渔枪。",122,6,5,2,35,0,1,385,385,0,0,9,269,63,80012,917685,True,0,1,68670,442,16,19,5,3643002,110062,True,0,14
64,"制作委托：橡木制幻杖","硕老树冥想窟向我们下了订单，说是想要橡木制作的幻杖，以送给见习法师做礼物。年轻的幻术师们经历了艰难的修行，肩负着格里达尼亚的未来。希望能有手艺过硬的工匠为他们制作幻杖。",9,6,5,2,35,0,1,39,39,0,0,9,269,39,80012,917686,True,0,1,105270,593,16,18,5,2257767,110007,True,0,14
65,"批发委托：古色古香的木剑","最近，斗技场举办了个以古代文化为主题的战斗活动。要求剑斗士身着古风衣装，手持古风木剑战斗。因此向我们订了大量梣木石刃棒，希望有能力的工匠帮忙制作。",9,6,5,2,35,0,1,39,39,0,0,9,269,39,80012,917687,True,0,1,25910,211,235,26,5,2257767,110007,True,0,14
66,"制作委托：陆行鸟弓骑兵用的弓","伊修加德四大名门之一狄兰达尔家下了订单，想为他们的骑兵团配备一批弓。由于是为斥候等轻骑兵准备的弓，因此希望能提供轻巧便携的秘银制弓。",122,6,5,2,35,0,1,385,385,0,0,9,269,63,80012,917688,True,0,1,90240,566,17,18,5,3643002,110062,True,0,14
67,"制作委托：面向酷寒地带的木靴","第七灵灾后，库尔札斯地区急速降温，降雪量也在逐年增加。那里的人经常要在雪地上行走，因此需要不易渗水的木靴。请为我们提供结实的木靴。",122,6,5,2,35,0,1,385,385,0,0,9,269,63,80012,917689,True,0,1,72600,476,17,18,5,3643002,110062,True,0,14
68,"批发委托：面向狄兰达尔家的弓","伊修加德的四大名门之一狄兰达尔家下了订单，想为他们的骑兵团配备一批弓。由于对数量有一定要求，因此希望有能力制作大量弓的冒险者来帮忙。",122,6,5,2,35,0,1,385,385,0,0,9,269,63,80012,917690,True,0,1,54140,182,236,26,5,3643002,110062,True,0,14
69,"筹集委托：面向骑兵团的战戟","石卫塔负责从龙族爪下保卫伊修加德。在石卫塔沦陷之后，各骑兵团开始着手重整战力，因此对武器和防具的需求量也在增大。希望有人能为我们提供金属制枪尖的战戟。",123,6,5,2,40,0,1,402,402,0,0,9,269,63,80012,917691,True,0,1,102600,625,18,19,5,3643494,110063,True,0,14
70,"制作委托：镶嵌了翡翠的幻杖","硕老树冥想窟下了订单，希望能得到特别的幻杖。年轻的幻术师们完成了漫长的修行，终于可以作为一名法师独当一面了。请在幻杖上镶嵌上格里达尼亚最受欢迎的石材翡翠，以奖励他们。",9,6,5,2,40,0,1,39,39,0,0,9,269,39,80012,917692,True,0,1,90590,736,18,18,5,2257767,110007,True,0,14
71,"批发委托：出口用的纺车","我们想向库尔札斯地区出口纺车。当地盛产羊毛，大雪纷飞的日子里女人们就在家里纺毛线。希望有手艺精湛的工匠，为我们提供结实的优质纺车。",9,6,5,2,40,0,1,39,39,0,0,9,269,39,80012,917693,True,0,1,61560,294,237,26,5,2257767,110007,True,0,14
72,"制作委托：面向熟练骑兵的复合弓","为了能穿透龙族身上的硬鳞，狄兰达尔家的骑兵团向我们订了穿透力更强的弓。如果想要提高穿透力，那就应该利用多种素材，制作复合弓。请为我们提供。",123,6,5,2,40,0,1,402,402,0,0,9,269,63,80012,917694,True,0,1,102600,607,19,18,5,3643494,110063,True,0,14
73,"制作委托：面向骑兵团的砂轮","狄兰达尔家的骑兵团正在准备对龙弩炮，因此需要制作、调整零部件用的工具。请为我们提供能用来研磨细小金属零件的砂轮。",123,6,5,2,40,0,1,402,402,0,0,9,269,63,80012,917695,True,0,1,63810,658,19,18,5,3643494,110063,True,0,14
74,"批发委托：面向骑兵团的骑枪","为了夺回石卫塔，狄兰达尔家的骑兵团正在着手准备武具。该骑兵团的陆行鸟骑兵需要大量骑枪。请为我们制作一定数量的骑枪。",123,6,5,2,40,0,1,402,402,0,0,9,269,63,80012,917696,True,0,1,61560,315,238,26,5,3643494,110063,True,0,14
75,"筹集委托：清除水晶的工具","我们圣寇伊纳克财团正在调查古代亚拉戈文明的遗迹。由于遗迹处于结晶化地区，因此需要清除水晶才能继续调查。请为我们提供尖锐的三尖枪。",124,6,5,2,45,0,1,416,416,0,0,9,269,67,80012,917697,True,0,1,168310,845,20,19,5,4258823,110064,True,0,14
76,"制作委托：美女留下的木靴","格里达尼亚歌剧团下了订单，需要木靴作为演出道具。新剧讲的是“围绕着在舞会留下木靴的美女展开的凄惨杀戮事件”。希望手艺高超的工匠为我们提供美丽的木靴。",9,6,5,2,45,0,1,39,39,0,0,9,269,39,80012,917698,True,0,1,106480,560,20,18,5,2257767,110007,True,0,14
77,"批发委托：高级家具用的木材","刻木匠行会下了订单，希望能有人向他们提供红木这种高级木材。据说是要制作面向富裕阶层的高级家具。由于我们黑兔堂的库存不足以对应订单，因此希望擅长大量制作的工匠帮忙。",9,6,5,2,45,0,1,39,39,0,0,9,269,39,80012,917699,True,0,1,26790,203,239,26,5,2257767,110007,True,0,14
78,"制作委托：用于做报酬的复合弓","摩杜纳的挖掘调查少不了勇敢的冒险者的帮助。因此我们想用高级的武器答谢熟练的冒险者。请为我们提供高级的复合弓。",124,6,5,3,45,0,1,416,416,0,0,9,269,67,80013,917700,True,0,1,85460,1145,21,18,5,4258823,110064,True,0,14
79,"制作委托：面向佣兵的弓","由于挖掘调查中的遗迹处于银泪湖沿岸的结晶化地区，浓厚的以太吸引来了凶暴的魔物。请为前去护卫的佣兵们制作威力大射程远的弓。",124,6,5,3,45,0,1,416,416,0,0,9,269,67,80013,917701,True,0,1,111430,511,21,18,5,4258823,110064,True,0,14
80,"批发委托：验证古代魔法用的咒杖","我们在古代亚拉戈文明的遗迹发现了一块石板，上面记载着能赋予魔器魔法的咒文。为验证此古代魔法的效果，请为我们制作大量样品咒杖。",124,6,5,3,45,0,1,416,416,0,0,9,269,67,80013,917702,True,0,1,72790,348,240,26,5,4258823,110064,True,0,14
81,"制作委托：面向工匠的皮革头巾","以鞣皮为原料制成的皮革头巾一向很受工匠们的欢迎。因此我们必须要保证库存里不会缺货。希望能有工匠提供给我们加工好的成品。",9,6,9,2,1,0,1,39,39,0,0,13,273,39,80012,917661,True,0,1,630,112,102,18,5,2257767,110007,True,0,14
82,"制作委托：皮革制护腕","格里达尼亚歌剧团即将在米·凯特剧场举行一场新的演出，因此他们发来了舞台服装的订单。体型纤细的演员们还需要一些装饰品来表现出冒险者的特征，用一批鞣革护腕应该是非常合适的。希望能有技术熟练的工匠能提供支持，剧团会付出相应的报酬。",9,6,9,2,1,0,1,39,39,0,0,13,273,39,80012,917662,True,0,1,900,112,102,18,5,2257767,110007,True,0,14
83,"筹集委托：用于新兵训练的皮靴","烤饼练兵所最近好像想要为正在训练的新兵准备皮靴。为了让新兵们能够顺利度过严厉的行军演习和渡河训练，皮靴的质量一定要有保证。希望有热心的工匠能够来参与制作。",19,6,9,2,1,0,1,90,90,0,0,13,273,54,80012,917663,True,0,1,1160,113,102,19,5,2648092,110010,True,0,14
84,"制作委托：新手辎重兵用的皮靴","我们鬼哭队有一批新兵结束了训练成功被选拔为辎重兵。为了向他们表达出色完成训练的祝贺，同时也希望他们能够成为战友们的暗中支柱，我们准备向他们赠送一批皮靴。希望接下这个委托的工匠能够做出具有纪念意义的佳品。",19,6,9,2,1,0,1,90,90,0,0,13,273,54,80012,917667,True,0,1,1160,113,103,18,5,2648092,110010,True,0,14
85,"制作委托：训练用的项环","鬼哭队在策划一场新兵之间的枪术模拟战，不过虽然他们使用的是训练用的特殊枪头，但是保险起见，还是需要对咽喉等要害处加以防护。因此希望有技术熟练的制革匠提供保护咽喉的鞣革项环。",19,6,9,2,1,0,1,90,90,0,0,13,273,54,80012,917668,True,0,1,900,112,103,18,5,2648092,110010,True,0,14
86,"筹集委托：用于练习的鞣皮","最近我们收到了制革匠行会发来的订单，要订购一份用于实习工匠修行用的鞣皮。由于是给实习工匠参考的范本，所以需要制作得非常规范。特募集手艺高超的职业工匠来参与制作。",9,6,9,2,1,0,1,39,39,0,0,13,273,39,80012,917669,True,0,1,370,112,103,19,5,2257767,110007,True,0,14
87,"制作委托：廉价的手环","现在冒险者的数量有逐渐增加的倾向，因而廉价的手环现在非常畅销。我们急需向仓库里补货，希望有技术和经验的工匠们不要错过这次商机。",9,6,9,2,5,0,1,39,39,0,0,13,273,39,80012,917664,True,0,1,4660,140,104,18,5,2257767,110007,True,0,14
88,"制作委托：锻炼用的格斗武器","格里达尼亚歌剧团为了增强团员的身体素质，准备开始进行格斗术的训练。但是接到订单之后我们发现现有的库存不足以承担这笔交易，因此希望能够有技术熟练的工匠协助我们生产一批新货，我们会支付相应的报酬。",9,6,9,2,5,0,1,39,39,0,0,13,273,39,80012,917665,True,0,1,6840,224,104,18,5,2257767,110007,True,0,14
89,"筹集委托：新手斥候用的长靴","我们鬼哭队有一批新兵结束了训练成功被选拔为斥候。为了向他们表达出色完成训练的祝贺，同时也希望他们能够从敌方地区顺利脱身，我们准备向他们赠送一批长靴。希望接下这个委托的工匠能够做出具有纪念意义的佳品。",19,6,9,2,5,0,1,90,90,0,0,13,273,54,80012,917666,True,0,1,5220,140,104,19,5,2648092,110010,True,0,14
