key,0,1,2,3,4,5,6,7,8,9,10,11
28,3,1,2,0,0,"/nameplatedisp","","/名牌显示 对象 设置代号/nameplatedisp
进行玩家名牌显示设置。
>>对象
全部(all)
所有玩家为对象
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>自己<UIGlow>01</UIGlow><UIForeground>01</UIForeground>(self)
自身为对象
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>小队<UIGlow>01</UIGlow><UIForeground>01</UIForeground>(party)
小队成员为对象
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>团队<UIGlow>01</UIGlow><UIForeground>01</UIForeground>(alliance)
团队成员为对象
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>他人<UIGlow>01</UIGlow><UIForeground>01</UIForeground>(other)
其他人为对象
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>好友<UIGlow>01</UIGlow><UIForeground>01</UIForeground>(friend)
好友为对象
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>水晶冲突<UIGlow>01</UIGlow><UIForeground>01</UIForeground>(feast)
水晶冲突中的敌人为对象

>>设置代号1-5
1:一直显示
2:战斗时显示
3:选为目标时显示
4:不显示
5:非战斗时显示

>>示例
/名牌显示 全部 4
将所有玩家的名牌显示设置改为不显示。","/名牌显示","",36,0
29,2,1,20,0,0,"/fashion","","/时尚配饰 时尚配饰名
/fashion
使用指定的时尚配饰。

>>示例
/时尚配饰 阳伞
使用时尚配饰“阳伞”。","/时尚配饰","",36,0
30,1,0,0,0,0,"/fashionguide","","/时尚配饰一览
/fashionlist、/fashionguide
打开时尚配饰菜单。","/时尚配饰一览","/fashionlist",32,0
31,1,0,0,0,0,"/officialsite","/site","/官方网站
/officialsite、/site
打开官方网站菜单。","/官方网站","",32,0
32,1,0,0,0,0,"//setGearset","","//setGearset
リアルイベント用コマンド。
アーマリーチェスト内のアイテムをもとに、自動的にバトルジョブのギアセットを生成する。","","",32,0
33,3,2,7,15,0,"/petmirage","","/召唤兽投影 召唤兽的名字 外貌
/petmirage、/egimirage
可以改变接下来召唤的召唤兽外貌。
但在对战任务中无效。
>>召唤兽的名字
宝石兽
迦楼罗之灵
泰坦之灵
伊弗利特之灵
朝日小仙女
>>外貌
宝石兽
绿宝石兽
黄宝石兽
红宝石兽
伊弗利特之灵
泰坦之灵
迦楼罗之灵
夕月小仙女
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>省略外貌或在外貌处输入“撤除(clear)”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
召唤兽会恢复原状。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>无子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
显示召唤兽的外貌设定列表。

>>示例
/召唤兽投影 迦楼罗之灵 红宝石兽
将迦楼罗之灵的外貌变成红宝石兽。
/召唤兽投影 迦楼罗之灵
将迦楼罗之灵的外貌恢复原状。
/召唤兽投影
显示召唤兽的外貌设定列表。","/召唤兽投影","/petmirage",36,0
34,3,2,7,2,0,"/petsize","","/召唤兽尺寸 召唤兽的名字 尺寸
/petsize
变更特定召唤兽的尺寸。
本设定在对战区域内无效。
另外，本设定只对自身生效，无法改变他人的召唤兽尺寸。

>>召唤兽的名字
亚灵神巴哈姆特
亚灵神不死鸟
红宝石伊弗利特
黄宝石泰坦
绿宝石迦楼罗
烈日巴哈姆特
全部

>>尺寸
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>大<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　将召唤兽的显示尺寸变为“大”。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>中<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　将召唤兽的显示尺寸变为“中”。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>小<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　将召唤兽的显示尺寸变为“小”。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>无子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　按“小→中→大”的顺序切换设置。当尺寸目标为全部时，返回错误。
>>示例
/召唤兽尺寸 亚灵神巴哈姆特 中
　将亚灵神巴哈姆特的尺寸变为“中”。
/召唤兽尺寸 全部 小
　所有召唤兽的显示尺寸全部变为“小”。","/召唤兽尺寸","",36,0
35,3,0,0,0,0,"/ridepillion","","/共同骑乘 队员编号 座位编号
/ridepillion
搭乘所选队员的坐骑。

>>座位编号（1-7）
坐在指定座位编号的位置上。如果指定的座位已经填满，则会自动选择空着的座位。如果省略子命令，则会尝试坐在座位编号1的位置。

>>示例
/共同骑乘 <2> 1
搭乘小队内编号为2的队员的坐骑，并坐在座位编号为1的位置。","/共同骑乘","",36,0
36,1,0,0,0,0,"/patchnote","","/版本更新笔记
/patchnote
打开官方网站中的版本更新笔记页面。
此时将启动浏览器。","/版本更新笔记","",32,1000
37,1,0,0,0,0,"/portrait","","/肖像
/portrait
打开肖像编辑菜单。","/肖像","",32,0
38,1,0,0,0,0,"/adventurerplate","/myplate","/冒险者铭牌
/adventurerplate、/myplate
打开自己的冒险者铭牌。","/冒险者铭牌","",32,0
39,2,1,2,0,0,"/rclickpc","","/右键不可选中玩家 子命令
/rclickpc 
设置右键不可选中玩家角色作为目标。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>开(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　启用右键不可选中玩家设置。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>关(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　关闭右键不可选中玩家设置。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>无子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在开启与关闭之间切换。","/右键不可选中玩家","",36,0
40,2,1,2,0,0,"/rclickbattlenpc","","/右键不可选中非玩家角色 子命令
/rclickbattlenpc 
设置右键不可选中敌方或我方非玩家角色作为目标。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>开(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　启用右键不可选中非玩家设置。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>关(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　关闭右键不可选中非玩家设置。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>无子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在开启与关闭之间切换。","/右键不可选中非玩家角色","",36,0
41,2,1,2,0,0,"/rclickminion","","/右键不可选中宠物 子命令
/rclickminion 
设置右键不可选中宠物作为目标。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>开(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　启用右键不可选中宠物设置。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>关(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　关闭右键不可选中宠物设置。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>无子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在开启与关闭之间切换。","/右键不可选中宠物","",36,0
42,2,1,21,0,0,"/facewear","","/面部配饰 “面部配饰名”
/faceaccessory、/facewear
装备指定的面部配饰。
>>示例
/faceaccessory 椭圆眼镜
装备面部配饰“椭圆眼睛”。","/面部配饰","/faceaccessory",36,0
43,1,0,0,0,0,"/mutelist","","/屏蔽列表
/mutelist
打开屏蔽列表。","/屏蔽列表","",32,0
44,1,0,0,0,0,"/termfilter","","/屏蔽词
/wordfilter、/termfilter
打开屏蔽词一览。","/屏蔽词","/wordfilter",32,0
45,1,0,0,0,0,"/facewearlist","","/面部配饰菜单
/faceaccessorylist、/facewearlist
打开面部配饰菜单。","/面部配饰菜单","/faceaccessorylist",32,0
46,2,1,2,0,0,"/visualalerts","","/声音的视觉表现 子命令
/visualalerts
设置声音的视觉表现。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>开(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
将视觉表现设定为有效。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>关(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
将视觉表现设定为无效。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>无子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
在开启与关闭之间切换。","/声音的视觉表现","",509,0
47,2,1,2,0,0,"/colorfiltering","","/色觉多样性 子命令
/colorfiltering
设置色觉多样性：颜色辅助。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>开(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
将色觉多样性：颜色辅助设定为有效。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>关(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
将色觉多样性：颜色辅助设定为无效。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>无子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
在开启与关闭之间切换。","/色觉多样性","",509,0
48,2,1,2,0,0,"/autotargetpriority","","/自动选中目标 子命令
/autotargetpriority
设置发动敌对性质技能时自动选中目标。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>开(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
将发动敌对性质技能时自动选中目标设定为有效。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>关(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
将发动敌对性质技能时自动选中目标设定为无效。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>无子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
在开启与关闭之间切换。","/自动选中目标","",36,0
49,2,1,2,0,0,"/vieraears","/vears","/维埃拉耳朵
/vieraears、/vears
切换是否显示维埃拉族的耳朵。
※仅对已经实装了切换耳部显示功能的装备有效。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>开<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　显示维埃拉族的耳部。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>关<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　不显示维埃拉族的耳部。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>无子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在开启和关闭之间切换。
","/维埃拉耳朵","/vieraears",36,0
50,1,0,0,0,0,"/quickpanel","","/快捷面板
/quickpanel
打开快捷面板窗口。","/快捷面板","/quickpanel",32,0
51,1,0,0,0,0,"/strategyboard","","/战术板
/strategyboard
打开战术板窗口。","/战术板","/strategyboard",32,0
52,0,0,0,0,0,"","","","","",0,0
53,0,0,0,0,0,"","","","","",0,0
54,0,0,0,0,0,"","","","","",0,0
55,0,0,0,0,0,"","","","","",0,0
56,0,0,0,0,0,"","","","","",0,0
57,0,0,0,0,0,"","","","","",0,0
58,0,0,0,0,0,"","","","","",0,0
59,0,0,0,0,0,"","","","","",0,0
60,0,0,0,0,0,"","","","","",0,0
61,0,0,0,0,0,"","","","","",0,0
62,0,0,0,0,0,"","","","","",0,0
63,0,0,0,0,0,"","","","","",0,0
64,0,0,0,0,0,"","","","","",0,0
65,0,0,0,0,0,"","","","","",0,0
66,0,0,0,0,0,"","","","","",0,0
67,0,0,0,0,0,"","","","","",0,0
68,0,0,0,0,0,"","","","","",0,0
69,0,0,0,0,0,"","","","","",0,0
70,0,0,0,0,0,"","","","","",0,0
71,0,0,0,0,0,"","","","","",0,0
72,0,0,0,0,0,"","","","","",0,0
73,0,0,0,0,0,"","","","","",0,0
74,0,0,0,0,0,"","","","","",0,0
75,0,0,0,0,0,"","","","","",0,0
76,0,0,0,0,0,"","","","","",0,0
77,0,0,0,0,0,"","","","","",0,0
78,0,0,0,0,0,"","","","","",0,0
79,0,0,0,0,0,"","","","","",0,0
80,0,0,0,0,0,"","","","","",0,0
81,0,0,0,0,0,"","","","","",0,0
82,0,0,0,0,0,"","","","","",0,0
83,0,0,0,0,0,"","","","","",0,0
84,0,0,0,0,0,"","","","","",0,0
85,0,0,0,0,0,"","","","","",0,0
86,0,0,0,0,0,"","","","","",0,0
87,0,0,0,0,0,"","","","","",0,0
88,0,0,0,0,0,"","","","","",0,0
89,0,0,0,0,0,"","","","","",0,0
90,0,0,0,0,0,"","","","","",0,0
91,1,0,0,0,0,"/pvpteam","/pt","/战队频道(/战) 发言内容
/pvpteam、/pt
向同一战队内的全体成员发送聊天消息，无论离多远、无论在哪个地区都可以看到。
只输入“/战队频道(/战)”可将默认聊天频道变更为战队频道。
>>示例

/战 我来啦！
在战队频道中发送消息“我来啦！”。
/战
将默认聊天频道变更为战队频道。","/战队频道","/战",1021,0
92,1,0,0,0,0,"/cwlinkshell","/cwl","/跨服贝频道(/跨) 发言内容
/cwlinkshell、/cwl
向常用跨服通讯贝内的玩家发送聊天消息，无论离多远、是不是在同一地图都可以看到。
只输入“/跨服贝频道(/跨)”可将默认聊天频道变更为常用跨服通讯贝频道。
>>示例

/跨 大家好！
在常用跨服通讯贝频道中发送消息“大家好！”。
/跨
将默认聊天频道变更为常用跨服通讯贝频道。","/跨服贝频道","/跨",1021,0
93,0,0,0,0,0,"","","","","",0,0
94,0,0,0,0,0,"","","","","",0,0
95,0,0,0,0,0,"","","","","",0,0
96,0,0,0,0,0,"","","","","",0,0
97,0,0,0,0,0,"","","","","",0,0
98,0,0,0,0,0,"","","","","",0,0
99,0,0,0,0,0,"","","","","",0,0
100,0,0,0,0,0,"","","","","",0,0
101,1,0,0,0,0,"/beginner","/b","/新人频道(/新) 发言内容
/beginner、/b
向参加新人频道的所有玩家发送聊天消息，无论离多远、是不是在同一地图都可以看到。
只输入“/新人频道(/新)”可将默认聊天频道变更为新人频道。
>>示例
/新人频道 你好。
在新人频道发送“你好。”的聊天消息。
/新人频道
将默认聊天频道变更为新人频道。","/新人频道","/新",1021,0
102,1,0,0,0,0,"/say","/s","/说话频道(/说) 发言内容
/say、/s
让身边小范围内的玩家看到自己的发言。
只输入“/说话频道(/说)”可将默认聊天频道变更为说话频道。","/说话频道","/说",1023,0
103,1,0,0,0,0,"/shout","/sh","/喊话频道(/喊) 发言内容
/shout、/sh
让当前所在区域的所有玩家看到自己的发言。","/喊话频道","/喊",1021,0
104,3,0,0,0,0,"/tell","/t","/悄悄话频道(/悄) 玩家名@服务器名 发言内容
/tell、/t
向和自己属于同一服务器的指定玩家发送聊天消息。
跨服务器发送时只能对好友或正在募集队员的队长生效。
只输入“/悄悄话频道(/悄) 玩家名@服务器名”可将默认聊天频道变更为对该玩家的悄悄话频道。
>>示例
/悄 阿鲁玛@萌芽池 你好。
对萌芽池服务器的阿鲁玛发送“你好。”的聊天消息。","/悄悄话频道","/悄",1021,0
105,1,0,0,0,0,"/party","/p","/小队频道(/队) 发言内容
/party、/p
向同一小队内的全体成员发送聊天消息，无论离多远、是不是在同一地图都可以看到。
只输入“/小队频道(/队)”可将默认聊天频道变更为小队频道。","/小队频道","/队",1021,0
106,1,0,0,0,0,"/linkshell","/l","/通讯贝频道(/讯) 发言内容
/linkshell、/l
向常用通讯贝内的玩家发送聊天消息，无论离多远、是不是在同一地图都可以看到。
只输入“/通讯贝频道(/讯)”可将默认聊天频道变更为常用通讯贝频道。","/通讯贝频道","/讯",1021,0
107,1,0,0,0,0,"/linkshell1","/l1","/通讯贝频道1(/讯1) 发言内容
/linkshell1、/l1
向１号通讯贝内的玩家发送聊天信息，无论离多远、无论在哪个地区都可以看到。","/通讯贝频道1","/讯1",1021,0
108,1,0,0,0,0,"/linkshell2","/l2","/通讯贝频道2(/讯2) 发言内容
/linkshell2、/l2
向２号通讯贝内的玩家发送聊天信息，无论离多远、无论在哪个地区都可以看到。","/通讯贝频道2","/讯2",1021,0
109,1,0,0,0,0,"/linkshell3","/l3","/通讯贝频道3(/讯3) 发言内容
/linkshell3、/l3
向３号通讯贝内的玩家发送聊天信息，无论离多远、无论在哪个地区都可以看到。","/通讯贝频道3","/讯3",1021,0
110,1,0,0,0,0,"/linkshell4","/l4","/通讯贝频道4(/讯4) 发言内容
/linkshell4、/l4
向４号通讯贝内的玩家发送聊天信息，无论离多远、无论在哪个地区都可以看到。","/通讯贝频道4","/讯4",1021,0
111,1,0,0,0,0,"/linkshell5","/l5","/通讯贝频道5(/讯5) 发言内容
/linkshell5、/l5
向５号通讯贝内的玩家发送聊天信息，无论离多远、无论在哪个地区都可以看到。","/通讯贝频道5","/讯5",1021,0
112,1,0,0,0,0,"/linkshell6","/l6","/通讯贝频道6(/讯6) 发言内容
/linkshell6、/l6
向６号通讯贝内的玩家发送聊天信息，无论离多远、无论在哪个地区都可以看到。","/通讯贝频道6","/讯6",1021,0
113,1,0,0,0,0,"/linkshell7","/l7","/通讯贝频道7(/讯7) 发言内容
/linkshell7、/l7
向７号通讯贝内的玩家发送聊天信息，无论离多远、无论在哪个地区都可以看到。","/通讯贝频道7","/讯7",1021,0
114,1,0,0,0,0,"/linkshell8","/l8","/通讯贝频道8(/讯8) 发言内容
/linkshell8、/l8
向８号通讯贝内的玩家发送聊天信息，无论离多远、无论在哪个地区都可以看到。","/通讯贝频道8","/讯8",1021,0
