key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
8,3,72208,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>水
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","标志性的水属性青魔法。
以强大的魔力操纵周围的水分，制造出大量的水泡包裹住敌人。更能加入有毒成分，侵蚀被包裹的敌人。",4,81,0,0,True,False,False,False,False,False,False,False,False,False,False,False
9,11,72209,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>土
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","土属性的魔法生物使用的青魔法。
使用魔法操纵以太来引发局部地震。据说魔力强大的人使用时连地形都能改变。",4,18,0,0,True,False,False,False,False,False,False,False,False,False,False,False
10,18,72210,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","树精等草木纲魔物使用的青魔法。
撒出橡果状的魔力块并引起连锁爆炸，借此散布具有催眠效果的成分。这种魔法是为了从取食树液的百虫纲魔物手中保护自己而诞生的。",1,57,0,0,True,False,False,False,False,False,False,False,True,False,False,False
11,12,72211,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","野生生物的斗争本能。
通过愤怒来增幅魔力，提高自身的战斗能力。青魔法师拿来用的话也许能提高魔法攻击的威力。",1,55,0,0,False,True,False,False,False,False,False,False,False,False,False,False
12,41,72212,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","夺魂魔使用的精神攻击魔法。
使敌人产生身体遭到切割的错觉，伴随着麻痹对敌人的身体造成伤害。据说擅长限制对手的忍术兵爆破者也会使用。",4,2,68731,68730,True,False,False,False,True,False,False,False,False,False,False,False
13,17,72213,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","蝙蝠和沙蚤使用的青魔法。
通过血液吸收敌人的生命以太，并转化为自身的魔力。人们推测最初这种魔法是由摄取养分的吸血行为逐渐演变来的。",1,31,68730,68729,True,True,False,False,False,False,False,False,False,False,False,False
14,19,72214,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>火
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","模仿哥布林族投掷炸弹的青魔法。
哥布林族在炸弹的火药里加入魔力，以此提高爆炸威力。用青魔法模仿这种形式，造出虚假的炸弹进行燃烧攻击。",1,30,0,0,True,False,False,False,False,False,False,True,False,False,False,False
15,36,72215,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>物理突刺
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","仙人刺擅长的射出针刺的攻击。
不过实际上并不会真的射出针刺，而是将细长的魔力块快速射出，使敌人受到如同针扎般的痛楚。",1,45,68733,68732,True,False,False,False,False,False,False,False,False,False,False,False
16,5,72216,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>物理突刺
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","模仿魔导兵器攻击方式的青魔法。
让奔涌的魔力旋转起来，以此获得惊人的贯穿力。由于魔导兵器的这种攻击手段本身是从凿石机上得到的灵感，所以这个青魔法对被石化的敌人也有更加显著的效果。",1,46,0,0,True,False,False,False,False,False,False,False,False,False,False,False
17,27,72217,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","扎哈克等妖异使用的攻击方式。
以眼球为基础构筑魔法阵，凝聚魔力和恶意一并放射出去，因此可以引起敌人更大的敌意。",4,14,0,0,True,False,False,False,False,False,False,False,False,False,False,False
18,15,72218,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>物理斩击
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","冬贝利使用的青魔法。
用魔力聚集所有的怨恨之情，提高武器的锋利程度砍向敌人。对于无法动弹的敌人来说这种攻击非常可怕。",4,10,0,0,True,False,False,False,False,False,False,False,False,False,False,False
19,7,72219,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","一种传送魔法。
将自身的魔力流出，以此制造简易的地脉，利用简易地脉进行传送。只能移动很短的距离，但需要紧急回避时十分有效。",1,46,0,0,False,False,False,False,False,False,False,False,False,False,False,False
20,2,72220,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>火
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","向自身前方放出火焰的青魔法。
与咒术中的火炎原理相似，通过放出火属性以太来引起火焰燃烧的现象。也有兵器可以通过喷射可燃液体加以点燃来产生相似效果。",4,20,0,0,True,False,False,False,False,False,False,False,False,False,False,False
21,23,72221,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","卢恩族擅长的青魔法。
为了从凶猛的肉食野兽口中保护自己而创造出的魔法，将魔力凝聚在手掌上，通过拍手产生的冲击波来惊吓敌人。",1,32,68732,68731,True,False,False,False,False,False,False,True,False,False,False,False
22,10,72222,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>雷
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","独眼巨人发射的诡异光线。
原理与诡异视线相似，从以眼球为基础的魔法阵中放出魔法。不过怒视的集中度更高，可以使敌人如遭雷击麻痹当场。",4,5,68734,68733,True,False,False,False,True,False,False,False,False,False,False,False
23,35,72223,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","模仿导弹的青魔法。
发射以太构成的虚假导弹。中弹时的冲击力十分强劲，对于越是顽强的敌人越能造成更多伤害。",4,85,0,0,True,False,False,False,False,False,False,False,False,False,False,True
24,13,72224,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","原始的治疗魔法。
将纯净的以太用风吹向四周。不仅对自身、对周围的同伴也有着高效的治疗效果，代价是巨额的魔力消耗。",2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
25,8,72225,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>物理突刺
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","胡蜂最后的一刺。
将自身的生命力全部转换成魔力，生成剧毒注入敌人体内。若没有玉石俱焚的气魄不建议使用。",1,30,0,0,True,False,False,False,False,False,False,False,False,False,False,False
26,21,72226,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>火
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","爆弹怪倾情代言的青魔法。
将构成生命的以太全部转换成火属性魔力引起大爆炸。在身上沾满油脂的情况下使用时，能够令火力更上一层楼。",1,42,0,0,True,False,False,False,False,False,False,False,False,False,False,False
27,22,72227,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","新大陆的死灵使用的青魔法。
将自己的生命力和魔力全部分给他人，献出生命来让对方完全恢复。牺牲自己，拯救他人。",2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
28,32,72228,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","巨蟾蜍使用的青魔法。
给自己涂上油脂，得以让自己变得滑溜溜的，以此回避敌人的攻击。使用起来有点恶心，但也有十分狂热的爱好者。",1,42,0,0,False,True,False,False,False,False,False,False,False,False,False,False
29,20,72229,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","新大陆的巨人种族使用的青魔法。
这是一种原始的诅咒，通过侵蚀敌人的精神来瓦解对方的防御。当敌人变得毫无防备后，己方攻击的效果将大幅提升。",2,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
30,31,72230,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>物理打击
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","巨蟾蜍擅长的青魔法。
本来是伸出粘粘的舌头捕获远处猎物的捕食技能。青魔法则是用魔力制造出无形的舌头来模仿这一效果。",1,42,0,0,True,False,False,False,False,False,False,True,False,False,False,False
31,40,72231,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","真红龙虾使用的青魔法。
将魔力凝聚在尾巴尖上，放出螺旋状的以太来侵蚀敌人的生命力。由于需要有高超的以太操纵技术，很难成功施放。",4,28,0,0,True,False,False,False,False,False,False,False,False,False,False,True
32,14,72232,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","冥鬼之眼等妖异使用的诅咒。
可以找出特定成长阶段的对手的心灵破绽，污染对方的精神，以此停止其生命活动。魔法名中的“级”字可能是什么地方对成长阶段的叫法……",4,6,0,0,True,False,False,True,False,False,False,False,False,False,False,False
33,39,72233,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","新大陆的妖异使用的青魔法。
作为信仰月亮的少数部族的神而君临于世的妖异，为了支配信徒所利用的某种可以使精神亢奋的笛声。",2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
34,42,72234,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","新大陆的妖异使用的青魔法。
是一种强有力的诅咒，对敌人宣言其生命所剩无几，通过暗示来实行咒杀。只不过由于可以左右生死的效果过于强力，所以成功率也相应的很低。",2,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True
35,30,72235,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","新大陆的海洋生物使用的青魔法。
皮肤很薄的海洋生物为了保护自身而进化出了高超的以太操纵技术。将用于攻击的以太分出一部分加强防御，创造出可以保护自身的魔法障壁。",2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
36,16,72236,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>冰
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","部分妖异使用的青魔法。
是一种对施术者自身施加的诅咒，会将敌人对自己的敌意转换为冰属性以太，凝成冰柱反射出去。",1,54,0,0,False,True,True,False,False,False,False,False,False,False,False,False
37,33,72237,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>冰
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","奇美拉使用的青魔法。
据说是合成时所用的原产自极北之地的山羊为保护自己不受冰雪侵袭而练就了冰属性以太操控能力，后来将这种能力发展成了攻击手段。",4,12,0,0,True,False,False,True,False,False,False,False,False,False,False,False
38,34,72238,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>雷
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","奇美拉使用的青魔法。
据说是通过合成擅长操控雷电的龙族而使奇美拉获得的能力。使用时会在周围引发激烈的放电现象。",4,12,0,0,True,False,False,False,True,False,False,False,False,False,False,False
39,43,72239,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","蝾螈擅长的青魔法。
利用放出魔力时的发光现象来暂时夺取敌人的视力。将融入恶意的光线进行漫反射，致使敌人陷入魔力过敏状态。",1,67,0,0,True,False,False,False,False,False,False,False,False,False,False,False
40,37,72240,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","克拉肯使用的青魔法。
将青魔法水炮进一步强化，向魔力聚集出的水分中加入不纯物质，制造出魔法的墨汁并发射，可以遮蔽敌人的视野。",4,28,0,0,True,False,False,False,False,False,True,False,False,False,False,False
41,24,72241,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击类型：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>物理突刺
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻击属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>无
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>评级：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","碧企鹅擅长的青魔法。
把捕食时吞下的鱼一口气喷射出来，以此来惊吓敌人。用青魔法再现这个过程则是喷射出魔力制造的鱼，在施加冲击的同时来使对方动摇。",1,32,0,0,True,False,False,False,False,True,False,False,False,False,False,False
