key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
22,0,False,False,False,3,0,0,0,5,False,False,1,25,"我们养的花又被吃了……",0
23,0,False,False,False,3,0,0,0,5,False,False,1,25,"鸟人族过来了！准备迎击！",0
24,0,False,False,False,3,0,0,0,5,False,False,1,25,"谁！谁能来帮帮我！",0
25,0,False,False,False,3,0,0,0,5,False,False,1,25,"好！出击！",0
26,0,False,False,False,2,0,0,0,5,False,False,1,25,"唔哦！",0
27,0,False,False,False,2,0,0,0,5,False,False,1,25,"哈啊！",0
28,0,False,False,False,2,0,0,0,5,False,False,1,25,"嘿！",0
29,0,False,False,False,2,0,0,0,5,False,False,1,25,"嗨！",0
30,0,False,False,False,2,0,0,0,5,False,False,1,25,"还没完呢！",0
31,0,False,False,False,2,0,0,0,5,False,False,1,25,"混蛋！",0
32,0,False,False,False,2,0,0,0,5,False,False,1,25,"喝呀！",0
33,0,False,False,False,2,0,0,0,5,False,False,1,25,"才这点程度！",0
34,0,False,False,False,2,0,0,0,5,False,False,1,25,"呀哈！",0
35,0,False,False,False,2,0,0,0,5,False,False,1,25,"噢噢噢噢！",0
36,0,False,False,False,2,0,0,0,5,False,False,1,25,"滚开！",0
37,0,False,False,False,2,0,0,0,5,False,False,1,25,"宰了你！",0
38,0,False,False,False,2,0,0,0,5,False,False,1,25,"那就陪你玩玩。",0
39,0,False,False,False,2,0,0,0,5,False,False,1,25,"你想当我的对手？",0
40,0,False,False,False,2,0,0,0,3,False,False,1,25,"跪下！",0
41,0,False,False,False,2,0,0,0,3,False,False,1,25,"再叫点好听的！",0
42,0,False,False,False,2,0,0,0,3,False,False,1,25,"不用客气。",0
43,0,False,False,False,2,0,0,0,5,False,False,1,25,"别太狂了！",0
44,0,False,False,False,2,0,0,0,5,False,False,1,25,"不来点刺激的吗！",0
45,0,False,False,False,2,0,0,0,3,False,False,1,25,"跳吧！",0
46,0,False,False,False,2,0,0,0,3,False,False,1,25,"你想要这个？",0
47,0,False,False,False,2,0,0,0,3,False,False,1,25,"哎哎！",0
48,0,False,False,False,2,0,0,0,5,False,False,1,25,"想来报仇吗？",0
49,0,False,False,False,2,0,0,0,5,False,False,1,25,"你、你给我记着！",0
50,0,False,False,False,2,0,0,0,5,False,False,1,25,"哈哈哈哈，真过瘾！",0
51,0,False,False,False,2,0,0,0,5,False,False,1,25,"呜……饶了我吧……",0
52,0,False,False,False,2,0,0,0,3,False,False,1,25,"你、嗝、算哪根葱？",0
53,0,False,False,False,2,0,0,0,3,False,False,1,25,"你这混、嗝、蛋！",0
54,0,False,False,False,2,0,0,0,5,False,False,1,25,"准备好了呼啾！",0
55,0,False,False,False,2,0,0,0,5,False,False,1,25,"我们上吧呼啾！",0
56,0,False,False,False,2,0,0,0,5,False,False,1,25,"好好教训他们呼啾！",0
57,0,False,False,False,2,0,0,0,5,False,False,1,25,"我绝对不会枯萎呼啾！",0
58,0,False,False,False,3,0,0,0,5,False,False,1,25,"就没有对自己的身手有自信的人吗？",0
59,0,False,False,False,3,0,0,0,5,False,False,1,25,"你们这些家伙……绝对不会让你们活着出去！",0
60,0,False,False,False,3,0,0,0,5,False,False,1,25,"放马过来！",0
61,0,False,False,False,3,0,0,0,5,False,False,1,25,"好了！干得不错！",0
62,0,False,False,False,3,0,0,0,5,False,False,1,25,"该死！数量太多了！",0
63,0,False,False,False,3,0,0,0,5,False,False,1,25,"绝对无法饶恕这些偷猎者！",0
64,0,False,False,False,3,0,0,0,5,False,False,1,25,"城里的大人们已经紧迫到需要动用冒险者来干这种脏活了吗？",0
65,0,False,False,False,3,0,0,0,5,False,False,1,25,"怎、怎么会这样……",0
66,0,False,False,False,3,0,0,0,5,False,False,1,25,"你们 什么 别近",0
67,0,False,False,False,3,0,0,0,3,False,False,1,25,"炸弹 啪啪 费劲",0
68,0,False,False,False,3,0,0,0,3,False,False,1,25,"轰轰 轰轰 大爆炸",0
69,0,False,False,False,3,0,0,0,3,False,False,1,25,"砰砰 砰砰 大爆炸",0
70,0,False,False,False,3,0,0,0,5,False,False,1,25,"我们 城堡 坏啦",0
71,0,False,False,False,3,0,0,0,5,False,False,1,25,"过来 坏家伙 打飞",0
72,0,False,False,False,3,0,0,0,3,False,False,1,25,"炸弹 叭叭 好累",0
73,0,False,False,False,3,0,0,0,3,False,False,1,25,"炸弹 炸弹 大爆炸",0
74,0,False,False,False,3,0,0,0,3,False,False,1,25,"轰轰 轰轰 大爆炸",0
75,0,False,False,False,3,0,0,0,5,False,False,1,25,"竟然 城堡 坏啦",0
76,0,False,False,False,3,0,0,0,5,False,False,1,25,"城堡 又又 坏啦",0
77,0,False,False,False,3,0,0,0,5,False,False,1,25,"这里 我们 城堡",0
78,0,False,False,False,3,0,0,0,5,False,False,1,25,"你们 所有 打飞",0
79,0,False,False,False,3,0,0,0,5,False,False,1,25,"疼疼 好疼 等等",0
80,0,False,False,False,3,0,0,0,3,False,False,1,25,"炸弹 噼啪 呼啦",0
81,0,False,False,False,3,0,0,0,3,False,False,1,25,"轰轰 轰轰 超爆炸",0
82,0,False,False,False,3,0,0,0,3,False,False,1,25,"砰砰 砰砰 超爆炸",0
83,0,False,False,False,3,0,0,0,5,False,False,1,25,"大家听我的呼啾！",0
84,0,False,False,False,3,0,0,0,5,False,False,1,25,"我要认真起来了呼啾！",0
85,0,False,False,False,3,0,0,0,5,False,False,1,25,"接下来要动真格的了呼啾！",0
86,0,False,False,False,3,0,0,0,5,False,False,1,25,"真的要动真格的了呼啾！",0
87,0,False,False,False,3,0,0,0,3,False,False,1,25,"大王！",0
88,0,False,False,False,2,0,0,0,3,False,False,1,25,"给我躺下吧！",0
89,0,False,False,False,2,0,0,0,3,False,False,1,25,"哼哼，看这招！",0
90,0,False,False,False,2,0,0,0,3,False,False,1,25,"非常感谢！",0
91,0,False,False,False,3,0,0,0,5,False,False,1,25,"实在是万分感谢！",0
92,0,False,False,False,3,0,0,0,5,False,False,1,25,"呜……",0
93,0,False,False,False,3,0,0,0,5,False,False,1,25,"我们不需要胆小鬼！",0
94,0,False,False,False,3,0,0,0,3,False,False,1,25,"太谢谢您了！啊！他来了！",0
95,0,False,False,False,3,0,0,0,5,False,False,1,25,"差不多该去巡视啦。",0
96,0,False,False,False,3,0,0,0,5,False,False,1,25,"哇，满地都是花甲虫！",0
97,0,False,False,False,2,0,0,0,5,False,False,1,25,"快来人把这些虫子清一清！",0
98,0,False,False,False,3,0,0,0,5,False,False,1,25,"太好了，总算可以放心了。",0
99,0,False,False,False,3,0,0,0,5,False,False,1,25,"怎么会这样……",0
100,0,False,False,False,3,0,0,0,5,False,False,1,25,"0",0
101,0,False,False,False,3,0,0,0,5,False,False,1,25,"0",0
102,0,False,False,False,3,0,0,0,5,False,False,1,25,"0",0
103,0,False,False,False,2,0,0,0,3,False,False,1,25,"0",0
104,0,False,False,False,2,0,0,0,3,False,False,1,25,"0",0
105,0,False,False,False,2,0,0,0,3,False,False,1,25,"0",0
106,0,False,False,False,2,0,0,0,3,False,False,1,25,"0",0
107,0,False,False,False,3,0,0,0,5,False,False,1,25,"不要啊！救救我呼啾！",0
108,0,False,False,False,3,0,0,0,5,False,False,1,25,"谢谢你呼啾！",0
109,0,False,False,False,3,0,0,0,5,False,False,1,25,"嗯……情形有些不对……",0
110,0,False,False,False,3,0,0,0,5,False,False,1,25,"这些该死的鸟！",0
111,0,False,False,False,3,0,0,0,5,False,False,1,25,"关你什么事啊！",0
112,0,False,False,False,3,0,0,0,5,False,False,1,25,"别来捣乱！",0
113,0,False,False,False,3,0,0,0,5,False,False,1,25,"老实呆着去！",0
114,0,False,False,False,3,0,0,0,5,False,False,1,25,"别小看我啊！",0
115,0,False,False,False,2,0,0,0,3,False,False,1,25,"什么人？",0
116,0,False,False,False,2,0,0,0,3,False,False,1,25,"追兵？！",0
117,0,False,False,False,2,0,0,0,3,False,False,1,25,"身体好沉重……",0
118,0,False,False,False,2,0,0,0,3,False,False,1,25,"每次一要认真起来就变成这样！",0
119,0,False,False,False,3,0,0,0,5,False,False,1,25,"果然还是只能委托冒险者了吗……",0
120,0,False,False,False,3,0,0,0,5,False,False,1,25,"好，看起来没有追兵。",0
121,0,False,False,False,3,0,0,0,5,False,False,1,25,"感谢你的帮助。",0
122,0,False,False,False,2,0,0,0,3,False,False,1,25,"咯噔 咯噔 咯噔……",0
123,0,False,False,False,2,0,0,0,3,False,False,1,25,"咯噔 咯噔……",0
124,0,False,False,False,3,0,0,0,5,False,False,1,25,"好、好大群的迷途羊羔！",0
125,0,False,False,False,3,0,0,0,5,False,False,1,25,"迎击羊群！",0
126,0,False,False,False,3,0,0,0,5,False,False,1,25,"暂时没有什么情况。",0
127,0,False,False,False,3,0,0,0,5,False,False,1,25,"只有一条路吗……准备好应对阻击。",0
128,0,False,False,False,3,0,0,0,5,False,False,1,25,"快到了，但是不要放松警惕！",0
129,0,False,False,False,3,0,0,0,10,False,False,1,25,"呜，果然还是来了！",0
130,0,False,False,False,2,0,0,0,5,False,False,1,25,"你们是干啥的？入侵者吗？",0
131,0,False,False,False,2,0,0,0,4,False,False,1,25,"竟敢对我的小狗出手！",0
132,0,False,False,False,2,0,0,0,4,False,False,1,25,"你终于惹怒我了！",0
133,0,False,False,False,2,0,0,0,4,False,False,1,25,"我、我还没拿出真本事哦！",0
134,0,False,False,False,2,0,0,0,6,False,False,1,25,"哎呀，突然想起来我还有急事！",0
135,0,False,False,False,2,0,0,0,4,False,False,1,25,"该死！这帮家伙真难缠！",0
136,0,False,False,False,2,0,0,0,2,False,False,1,25,"小狗们，给我上！",0
137,0,False,False,False,2,0,0,0,4,False,False,1,25,"痛死我了……这可有点不妙。",0
138,0,False,False,False,2,0,0,0,6,False,False,1,25,"啊，不妙……怎么向老大汇报啊……",0
139,0,False,False,False,2,0,0,0,4,False,False,1,25,"吃我这招！",0
140,0,False,False,False,2,0,0,0,4,False,False,1,25,"去死吧！",0
141,0,False,False,False,2,0,0,0,4,False,False,1,25,"你们这些混蛋！",0
142,0,False,False,False,2,0,0,0,4,False,False,1,25,"竟敢小看我！",0
143,0,False,False,False,2,0,0,0,5,False,False,1,25,"呼哧……呼哧……
救命 救命啊。",0
144,0,False,False,False,2,0,0,0,4,False,False,1,25,"呼哧……呼哧……
已经 不行了……",0
145,0,False,False,False,2,0,0,0,4,False,False,1,25,"救命啊 救命啊！",0
146,0,False,False,False,2,0,0,0,4,False,False,1,25,"不行了 不行了……",0
147,0,False,False,False,2,0,0,0,6,False,False,1,25,"呼哧……呼哧……
得救了 得救了！",0
148,0,False,False,False,2,0,0,0,6,False,False,1,25,"呼哧……呼哧……
多谢 多谢！",0
149,0,False,False,False,2,0,0,0,6,False,False,1,25,"呼哧……呼哧……
小小谢礼 不成敬意！",0
150,0,False,False,False,3,0,0,0,6,False,False,1,25,"呼哧……呼哧……
俺也要 突击哥布！",0
151,0,False,False,False,3,0,0,0,3,False,False,1,25,"呼哧……呼哧……
这里就 交给俺哥布！",0
152,0,False,False,False,3,0,0,0,4,False,False,1,25,"呼哧……呼哧……
你们 赶紧动手哥布！",0
153,0,False,False,False,2,0,0,0,4,False,False,1,25,"呼哧……呼哧……
大恩 不言谢哥布！",0
154,0,False,False,False,2,0,0,0,6,False,False,1,25,"呼哧……呼哧……
俺出手 这当然的结果哥布。",0
155,0,False,False,False,2,0,0,0,3,False,False,1,25,"呼哧……呼哧……
看招 超级炸弹哥布！",0
156,0,False,False,False,3,0,0,0,2,False,False,1,25,"哥布？！",0
157,0,False,False,False,2,0,0,0,5,False,False,1,25,"呼哧……呼哧……
这里就 交给俺哥布！",0
158,0,False,False,False,2,0,0,0,8,False,False,1,25,"呼哧……呼哧……
胜利……轻而易举哥布……",0
159,0,False,False,False,2,0,0,0,6,False,False,1,25,"呼哧……呼哧……
俺来救你了哥布！",0
160,0,False,False,False,2,0,0,0,6,False,False,1,25,"怕俺了吧哥布？",0
161,0,False,False,False,2,0,0,0,6,False,False,1,25,"呼哧……呼哧……
俺的传说 又增加了哥布！",0
162,0,False,False,False,2,0,0,0,10,False,False,1,25,"布雷福洛克斯 真棒！",0
163,0,False,False,False,2,0,0,0,10,False,False,1,25,"布雷福洛克斯 真强！",0
164,0,False,False,False,2,0,0,0,30,False,False,1,25,"呼哧……呼哧……
过奖了哥布！",0
165,0,False,False,False,3,0,0,0,5,False,False,1,25,"有黑豺！",0
166,0,False,False,False,3,0,0,0,5,False,False,1,25,"不要过来，不要过来啊！",0
167,0,False,False,False,3,0,0,0,5,False,False,1,25,"我、我的肉不好吃的！",0
168,0,False,False,False,3,0,0,0,5,False,False,1,25,"救命啊！",0
169,0,False,False,False,3,0,0,0,5,False,False,1,25,"得救了……",0
170,0,False,False,False,2,0,0,0,3,False,False,1,25,"嗯？什么东西？",0
171,0,False,False,False,2,0,0,0,3,False,False,1,25,"哇啊！好多陆鱼！",0
172,0,False,False,False,3,0,0,0,5,False,False,1,25,"嗯？好像有什么叫声？",0
173,0,False,False,False,3,0,0,0,5,False,False,1,25,"呜，暂时退兵！",0
174,0,False,False,False,2,0,0,0,5,False,False,1,25,"赌上黑涡团的荣誉！",0
175,0,False,False,False,3,0,0,0,5,False,False,1,25,"这点事你们都处理不来吗？",0
176,0,False,False,False,3,0,0,0,5,False,False,1,25,"丢人现眼！",0
177,0,False,False,False,2,0,0,0,5,False,False,1,25,"谁快去顶上！",0
178,0,False,False,False,2,0,0,0,5,False,False,1,25,"你们就只会被压着打吗？",0
179,0,False,False,False,2,0,0,0,5,False,False,1,25,"让他们瞧瞧黑涡团的力量！",0
180,0,False,False,False,3,0,0,0,5,False,False,1,25,"嗯？好像有什么要来了……",0
181,0,False,False,False,3,0,0,0,5,False,False,1,25,"知道黑涡团的厉害了吧！",0
182,0,False,False,False,3,0,0,0,5,False,False,1,25,"什么？我居然会被打倒……",0
183,0,False,False,False,3,0,0,0,5,False,False,1,25,"好了，该去巡视了。",0
184,0,False,False,False,3,0,0,0,5,False,False,1,25,"嗯……这好像是什么在飞的声音？",0
185,0,False,False,False,3,0,0,0,5,False,False,1,25,"好多洞穴蝙蝠啊！",0
186,0,False,False,False,3,0,0,0,5,False,False,1,25,"累死我了，快点回去吧……",0
187,0,False,False,False,3,0,0,0,5,False,False,1,25,"啊，不要去农场那边！",0
188,0,False,False,False,3,0,0,0,5,False,False,1,25,"我、我的渡渡鸟啊……",0
189,0,False,False,False,2,0,0,0,5,False,False,1,25,"一、一定要干掉这些家伙啊！",0
190,0,False,False,False,3,0,0,0,3,False,False,1,25,"又、又迟到了！",0
191,0,False,False,False,3,0,0,0,3,False,False,1,25,"怎么还没来……",0
192,0,False,False,False,3,0,0,0,3,False,False,1,25,"呼……呼",0
193,0,False,False,False,3,0,0,0,3,False,False,1,25,"我今天一定要向她求婚！",0
194,0,False,False,False,3,0,0,0,3,False,False,1,25,"我、我来迟了，抱歉！",0
195,0,False,False,False,3,0,0,0,1,False,False,1,25,"太慢了！你迟到了哦。",0
196,0,False,False,False,3,0,0,0,2,False,False,1,25,"好了，约在这里到底是有什么话要说？",0
197,0,False,False,False,3,0,0,0,2,False,False,1,25,"其、其实……",0
198,0,False,False,False,3,0,0,0,1,False,False,1,25,"嗯？",0
199,0,False,False,False,3,0,0,0,2,False,False,1,25,"请、请、请和我结……",0
200,0,False,False,False,3,0,0,0,1,False,False,1,25,"呀！好大的风！",0
201,0,False,False,False,3,0,0,0,3,False,False,1,25,"那、那个大家伙是什么啊？",0
202,0,False,False,False,3,0,0,0,3,False,False,1,25,"哇啊！",0
203,0,False,False,False,2,0,0,0,5,False,False,1,25,"唉，真是没用！",0
204,0,False,False,False,2,0,0,0,5,False,False,1,25,"能把那家伙给赶走吗？",0
205,0,False,False,False,3,0,0,0,2,False,False,1,25,"我要回去了……",0
206,0,False,False,False,3,0,0,0,2,False,False,1,25,"等、等一下啊！",0
207,0,False,False,False,3,0,0,0,2,False,False,1,25,"你真是太没出息了！",0
208,0,False,False,False,3,0,0,0,2,False,False,1,25,"不要说那么过分嘛……",0
209,0,False,False,False,3,0,0,0,3,False,False,1,25,"人家不管了！",0
210,0,False,False,False,3,0,0,0,3,False,False,1,25,"为、为什么会变成这样……",0
211,0,False,False,False,3,0,0,0,3,False,False,1,25,"嗯？好像有点不对劲。",0
212,0,False,False,False,3,0,0,0,3,False,False,1,25,"哟，今天又有生意了！",0
213,0,False,False,False,3,0,0,0,3,False,False,1,25,"呀！谁来救救我！",0
214,0,False,False,False,3,0,0,0,3,False,False,1,25,"可恶，只能上了！",0
215,0,False,False,False,3,0,0,0,3,False,False,1,25,"大家一起上啊！",0
216,0,False,False,False,3,0,0,0,5,False,False,1,25,"唉，又在拒捕。",0
217,0,False,False,False,2,0,0,0,5,False,False,1,25,"这家伙，给我老实点！",0
218,0,False,False,False,2,0,0,0,5,False,False,1,25,"我让你老实点！",0
219,0,False,False,False,2,0,0,0,5,False,False,1,25,"还不束手就擒吗，这混蛋！",0
220,0,False,False,False,2,0,0,0,5,False,False,1,25,"吵死了，给我让开！",0
221,0,False,False,False,2,0,0,0,5,False,False,1,25,"你们有证据吗？",0
222,0,False,False,False,2,0,0,0,5,False,False,1,25,"我说了我不清楚啊！",0
223,0,False,False,False,3,0,0,0,5,False,False,1,25,"给我适可而止，你这混帐东西！",0
224,0,False,False,False,3,0,0,0,5,False,False,1,25,"前辈，拜托您了！",0
225,0,False,False,False,3,0,0,0,5,False,False,1,25,"怎么，你们想动手吗？",0
226,0,False,False,False,3,0,0,0,5,False,False,1,25,"终于老实了啊……",0
227,0,False,False,False,3,0,0,0,5,False,False,1,25,"可、可恶……",0
228,0,False,False,False,3,0,0,0,5,False,False,1,25,"这下我们能好好谈谈了吧。",0
229,0,False,False,False,3,0,0,0,5,False,False,1,25,"混蛋！放开我！",0
230,0,False,False,False,3,0,0,0,5,False,False,1,25,"给我闭嘴！",0
231,0,False,False,False,3,0,0,0,5,False,False,1,25,"可恶！可恶啊！",0
232,0,False,False,False,3,0,0,0,5,False,False,1,25,"居然让他们跑了……",0
233,0,False,False,False,3,0,0,0,5,False,False,1,25,"嘿嘿，想抓我们你们还早着呢！",0
234,0,False,False,False,3,0,0,0,5,False,False,1,25,"可恶……让他们溜了！",0
235,0,False,False,False,3,0,0,0,5,False,False,1,25,"再见啦！",0
236,0,False,False,False,2,0,0,0,3,False,False,1,25,"是你把我的酒喝了吧？",0
237,0,False,False,False,2,0,0,0,3,False,False,1,25,"什么？想干架吗？",0
238,0,False,False,False,2,0,0,0,3,False,False,1,25,"开什么玩笑啊，混蛋！",0
239,0,False,False,False,2,0,0,0,3,False,False,1,25,"你在冲谁嚷嚷？",0
240,0,False,False,False,2,0,0,0,5,False,False,1,25,"不要小看我啊，混蛋！",0
241,0,False,False,False,3,0,0,0,3,False,False,1,25,"大群毒蜥蜴接近中，挡下它们！",0
242,0,False,False,False,3,0,0,0,3,False,False,1,25,"哇！是鬼鮟鱇！",0
243,0,False,False,False,3,0,0,0,3,False,False,1,25,"前方发现矿爬虫，干掉它们！",0
244,0,False,False,False,3,0,0,0,3,False,False,1,25,"挡下这些吃人的蚂蚁！",0
245,0,False,False,False,3,0,0,0,3,False,False,1,25,"全员注意！确保运输路线安全！",0
246,0,False,False,False,3,0,0,0,3,False,False,1,25,"又是山羊？赶走它们！",0
247,0,False,False,False,3,0,0,0,3,False,False,1,25,"蜥蜴人的军队？准备迎击！",0
248,0,False,False,False,3,0,0,0,3,False,False,1,25,"是蜥蜴人，全员准备战斗！",0
249,0,False,False,False,3,0,0,0,3,False,False,1,25,"这些小魔精又在恶作剧！",0
250,0,False,False,False,3,0,0,0,3,False,False,1,25,"情况很可疑，先下手为强！",0
251,0,False,False,False,3,0,0,0,3,False,False,1,25,"咦，那是黑衣森林里的吧？",0
252,0,False,False,False,3,0,0,0,3,False,False,1,25,"唉，边境警备还真是忙啊！",0
253,0,False,False,False,3,0,0,0,3,False,False,1,25,"听说这沙滩上夜里会闹鬼啊……",0
254,0,False,False,False,3,0,0,0,3,False,False,1,25,"那、那我们还是回去吧？",0
255,0,False,False,False,3,0,0,0,3,False,False,1,25,"怎、怎么，你怕了？",0
256,0,False,False,False,3,0,0,0,3,False,False,1,25,"才、才没害怕呢……",0
257,0,False,False,False,3,0,0,0,3,False,False,1,25,"真没用啊。",0
258,0,False,False,False,3,0,0,0,3,False,False,1,25,"根本就不会有的吧。",0
259,0,False,False,False,3,0,0,0,3,False,False,1,25,"啊，那、那是什么？",0
260,0,False,False,False,3,0,0,0,3,False,False,1,25,"别、别想吓唬我。",0
261,0,False,False,False,3,0,0,0,3,False,False,1,25,"好像有什么在发光。",0
262,0,False,False,False,3,0,0,0,3,False,False,1,25,"船上的灯火吧？",0
263,0,False,False,False,3,0,0,0,3,False,False,1,25,"哇啊！出、出现了！",0
264,0,False,False,False,3,0,0,0,5,False,False,1,25,"呀！",0
265,0,False,False,False,3,0,0,0,5,False,False,1,25,"等、等等，不要丢下我！",0
266,0,False,False,False,2,0,0,0,5,False,False,1,25,"啊，腿不听使唤……",0
267,0,False,False,False,2,0,0,0,5,False,False,1,25,"不、不要过来……",0
268,0,False,False,False,3,0,0,0,5,False,False,1,25,"彻、彻底消失了吗？",0
269,0,False,False,False,3,0,0,0,5,False,False,1,25,"还、还在啊！",0
270,0,False,False,False,3,0,0,0,3,False,False,1,25,"好像还有老鼠会来袭击。",0
271,0,False,False,False,3,0,0,0,3,False,False,1,25,"想要参加训练的人到这里集合了！",0
272,0,False,False,False,3,0,0,0,3,False,False,1,25,"谁能来帮我们一把啊。",0
273,0,False,False,False,3,0,0,0,3,False,False,1,25,"嘁，又是盲头蟹！",0
274,0,False,False,False,3,0,0,0,3,False,False,1,25,"糟糕，哥布林肯定会来的。",0
275,0,False,False,False,3,0,0,0,3,False,False,1,25,"得去筹备材料了啊。",0
276,0,False,False,False,3,0,0,0,3,False,False,1,25,"我决不会放过这些鬼鮟鱇的！",0
277,0,False,False,False,3,0,0,0,3,False,False,1,25,"我的行李都在那里面啊……",0
278,0,False,False,False,3,0,0,0,3,False,False,1,25,"这责任比较重大啊……",0
279,0,False,False,False,3,0,0,0,3,False,False,1,25,"有谁愿意跟我们的新兵对练一下的吗？",0
280,0,False,False,False,3,0,0,0,3,False,False,1,25,"啊，拉拉菲尔族真可爱啊。",0
281,0,False,False,False,3,0,0,0,3,False,False,1,25,"嗯，果然猫魅族才是第一啊。",0
282,0,False,False,False,3,0,0,0,3,False,False,1,25,"嗯？",0
283,0,False,False,False,3,0,0,0,3,False,False,1,25,"你说猫魅？",0
284,0,False,False,False,3,0,0,0,3,False,False,1,25,"你是拉拉菲尔派的吗？",0
285,0,False,False,False,3,0,0,0,3,False,False,1,25,"拉拉菲尔族最棒了！",0
286,0,False,False,False,3,0,0,0,3,False,False,1,25,"猫魅族就是正义！",0
287,0,False,False,False,3,0,0,0,3,False,False,1,25,"喂，吵什么呢？",0
288,0,False,False,False,3,0,0,0,3,False,False,1,25,"啊，不要碍事！",0
289,0,False,False,False,3,0,0,0,3,False,False,1,25,"这是我们之间的问题！",0
290,0,False,False,False,2,0,0,0,5,False,False,1,25,"呼……",0
291,0,False,False,False,3,0,0,0,3,False,False,1,25,"干得很好！这道关门也可以放心了呢。",0
292,0,False,False,False,3,0,0,0,3,False,False,1,25,"笨蛋，你们平常有锻炼吗？",0
293,0,False,False,False,2,0,0,0,3,False,False,1,25,"好啊，终于守住了！",0
294,0,False,False,False,2,0,0,0,3,False,False,1,25,"真是没出息的家伙们……",0
295,0,False,False,False,3,0,0,0,3,False,False,1,25,"这下新兵们也能有点紧迫感了吧。",0
296,0,False,False,False,3,0,0,0,3,False,False,1,25,"这工作对冒险者来说太难了吗。",0
297,0,False,False,False,2,0,0,0,3,False,False,1,25,"啊，太、太强了！",0
298,0,False,False,False,3,0,0,0,3,False,False,1,25,"得救了……真是谢谢你！",0
299,0,False,False,False,2,0,0,0,3,False,False,1,25,"橙子都被吃光了……",0
300,0,False,False,False,2,0,0,0,3,False,False,1,25,"这是替被你们吃掉的东西教训你们！",0
301,0,False,False,False,2,0,0,0,3,False,False,1,25,"休想过桥！",0
302,0,False,False,False,2,0,0,0,3,False,False,1,25,"可恶，居然没能守住……",0
303,0,False,False,False,2,0,0,0,3,False,False,1,25,"太好了，总算能上路了。",0
304,0,False,False,False,2,0,0,0,3,False,False,1,25,"老大！救命啊！",0
305,0,False,False,False,3,0,0,0,3,False,False,1,25,"看我出手！",0
306,0,False,False,False,2,0,0,0,3,False,False,1,25,"多谢了，终于可以重新开工了。",0
307,0,False,False,False,2,0,0,0,3,False,False,1,25,"损害不大，真是万幸。",0
308,0,False,False,False,2,0,0,0,3,False,False,1,25,"又要重新订货了啊……",0
309,0,False,False,False,2,0,0,0,3,False,False,1,25,"撤退 撤退。",0
310,0,False,False,False,2,0,0,0,3,False,False,1,25,"多谢，这下可以放心用这些材料了。",0
311,0,False,False,False,2,0,0,0,3,False,False,1,25,"只要还有佣金，我们就会守住这座桥的！",0
312,0,False,False,False,2,0,0,0,3,False,False,1,25,"我们家就靠这个吃饭呢，太好了！",0
313,0,False,False,False,2,0,0,0,3,False,False,1,25,"讨伐成功，收队了！",0
314,0,False,False,False,3,0,0,0,3,False,False,1,25,"目标：占据桥梁的海盗！",0
315,0,False,False,False,2,0,0,0,3,False,False,1,25,"太好了，下次再多干掉一些吧！",0
316,0,False,False,False,2,0,0,0,3,False,False,1,25,"快趁现在把洞给堵上！",0
317,0,False,False,False,2,0,0,0,3,False,False,1,25,"这下明天也能吃上饭啦！",0
