key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
120,0,1,3824577,5,10,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"驰骋在森林之中","生活在裸岩丘的变色龙群为了寻找食物跑到了人来人往的街道上，为了保证过往行人的安全，一定要尽快将变色龙群打倒！","","","","",0
121,0,1,3841494,4,9,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"遏制魔菇的生长","最近突然出现了一种增殖异常迅速的魔菇变种，而且对周围的生态造成了不小的影响，请将这些着魔的魔菇处理掉！","","","","",0
122,0,1,3841592,30,35,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"不友好的新邻居","魔石精为了扩大生息区域而正在进行大规模的迁徙，请尽快协助鬼哭队清除这一威胁！","","","","",0
123,0,1,3852456,8,13,0,0,0,0,60722,60502,0,115,0,33,34,35,True,False,False,0,False,False,False,0,"奔流停息——停滞水元精","沉浊的以太中孕育出了强大的特种水元精，不尽快处理掉的话后果不堪设想。请立刻讨伐这股特异的水流！","","","","",0
124,0,1,3841343,11,16,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"留心尾后针","睡莲岩附近的魔物对当地的捕鱼人和船夫影响很大，请尽快驱除最为凶猛的黄蜂群！","","","","",0
125,0,1,3854646,34,39,0,0,0,0,60722,60502,0,115,0,33,34,35,True,False,False,0,False,False,False,0,"食人怪鸟——阿希帕特拉","死亡凝视属的阿希帕特拉天性异常凶猛，很多牺牲者都倒在了它的利爪之下，请尽快消除这一威胁！","","","","",0
126,0,1,3872317,9,14,0,0,0,0,60722,60502,0,115,0,33,34,35,True,False,False,0,False,False,False,0,"健步如飞的暴君——首领变色龙","变色龙群中出现了特别强力的雄性领袖，在其带领下整个群体的攻击性正变得越来越高，请迅速前去解决掉这只首领变色龙！","","","","",0
127,0,1,3872319,8,13,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"温和与凶残","狩猎人行会正在狩猎野猪幼崽，不曾想却因此引来了愤怒的成年野猪，快将被激怒的野猪打倒救回猎人们！","","","","",0
128,0,1,3872330,9,14,0,0,0,0,60722,60502,0,115,0,33,34,35,True,False,False,0,False,False,False,0,"强大的小魔鬼——阿路修","有情报说令鬼哭队头疼不已的小魔鬼阿路修出现在了沃连牢狱内部，一定要抓住这次机会！不能让它继续逍遥法外了！","","","","",0
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
130,0,2,3689344,14,19,2000193,1,0,0,60723,60503,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"常影区收获节","长老树又到了结果实的季节，然而每到这时就会有婴猴们前来造成骚乱。请去协助收获“千年果实”，一定要小心婴猴的袭击！","尽快将从婴猴群的进攻下守护住的千年果实交给前来收获的园艺工。","交纳的千年果实","","",0
131,0,1,3872331,10,15,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"谨记地母神之所忘","地母神忘迹是连接上下层的重要交通路线，保证其安全的工作一刻也不容疏忽。请尽快消灭对路人造成威胁的秃鹫群！","","","","",0
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
136,0,4,3867428,5,10,0,8,0,0,60724,60504,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"愤怒的教官——狂人米罗东","卷入到双蛇党的模拟战训练中了，协助新兵去打败激昂的教官米罗东吧。不过要小心别让同伴有任何闪失！","","双蛇党新兵","","",0
137,0,1,3852490,13,18,0,0,0,0,60722,60502,0,115,0,33,34,35,True,False,False,0,False,False,False,0,"病毒妖花——玛塔丐丐","玛塔丐丐的出现为森林带来了大量病毒，现在整个森林都处于叶血病的阴影之下。请火速前去消灭掉这一巨大的病毒源！","","","","",0
138,0,1,3852555,10,15,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"小巧小巧陆行鸟","正在饲养的陆行鸟雏鸟从牧场走逃走了，一旦它们被树生蛞蝓袭击会有很严重的后果，快去打倒蛞蝓，保证小鸟们的安全！","","","","",0
139,0,1,3852559,12,17,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"愿你的灵魂得到安息","不知什么人唤醒了沉眠在塔姆·塔拉墓园中的死者，请令那些亡灵再次安息吧！","","","","",0
140,0,1,3852575,10,15,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"大逃亡","占领了沃连牢狱的小魔精在谋划集体出逃，一旦让它们逃走会对我们造成极坏的影响，请立刻前去加强出口的守卫！","","","","",0
141,0,1,3852600,11,16,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"援助加尔梵斯哨塔","进入了繁殖期的凶蛛蝎变得异常兴奋，它们正在沿着街道逼近这里，必须协助鬼哭队阻止它们继续前行！","","","","",0
142,0,1,3852613,14,19,0,0,0,0,60722,60502,0,115,0,33,34,35,True,False,False,0,False,False,False,0,"软体大肚汉——卢卡寇","巨大蛞蝓卢卡寇出现在了长老树附近，长老树地区是我们的圣地，一定要严加守护不被魔物破坏！","","","","",0
143,0,4,3867430,11,16,0,8,0,0,60724,60504,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"蜂蜜战争","小魔精为了蜂蜜而对蜜蜂展开了攻击，蜂蜜对我们来说非常重要，一定要守护住身边的蜜蜂群！","","蜜蜂群的数量","","",0
144,0,1,3877977,16,21,0,0,0,0,60722,60502,0,115,0,33,34,35,True,False,False,0,False,False,False,0,"病灾散布器——瘟疫王子","有人目击到了巨蝇瘟疫王子在附近出现，为了避免森林内的传染病扩大，一定要尽快将这一传染病的源头掐断！","","","","",0
145,0,1,3877979,19,24,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"战场的距离","有一队帝国兵跨越了默认边境线入侵到我们的领土上来了，立刻拿起武器将他们赶出我们的国家！","","","","",0
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
148,0,1,3862480,10,15,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"秘密花园","蛞蝓群又盯上了对养蜂不可或缺的鲜花，如果鲜花被它们吃光了，我们会受到很大损失。一定要守住这片花园！","","","","",0
149,0,1,3852846,17,22,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"结束繁殖期","来自异界的虫型妖异在森林进入了繁殖期，如果任由其繁殖对我们会造成很大威胁，为了守卫森林的秩序，请尽快处理掉！","","","","",0
150,0,1,3853616,19,24,0,0,0,0,60722,60502,0,115,0,33,34,35,True,False,False,0,False,False,False,0,"魔猿少主——顽猴杰克","率领猴群的顽猴杰克好像正在为了扩大自己的地盘而到处活动，在它对森林造成更大损失前制止它们！","","","","",0
151,0,1,3853682,24,29,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"小桥上的战斗","一批妖精族的拉姆狂信者涌入到了百灵啼，一定要阻止他们继续深入，请立刻在吊桥上做好迎击准备！","","","","",0
152,0,1,3853721,20,25,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"发狂的守护者","在荆棘森地区有人目击到了由于病害导致丧失了自我的树精，请尽快前去将其稳定下来！","","","","",0
153,0,1,3877983,23,28,0,0,0,0,60722,60502,0,115,0,33,34,35,True,False,False,0,False,False,False,0,"神速的羚羊——西洛可","西洛可是速度犹如热风一般的大型羚羊，也是黑衣森林每个狩猎人都渴求的目标，据说它现在正在附近活动，这可是个好机会！","","","","",0
154,0,1,3877986,34,39,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"穿过长根蔓延的沼泽地","生活在别处的水蜥群正在向蔓根沼迁移，这样会影响到这片地区的生态平衡，一定要尽量阻止它们的迁移！","","","","",0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
158,0,1,3877994,28,33,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"取缔偷猎交易","在一场偷猎货品交易中，偷猎者和哥布林族发生了摩擦打了起来，这是将双方一网打尽的好机会！","","","","",0
159,0,1,3689061,32,37,0,2,0,0,60721,60501,0,68,0,33,34,35,True,False,False,0,False,False,False,0,"红腹蜂巢攻略战","我们对寄生蜂团的据点发动了进攻，请火速前去协助攻破大门突入到据点内部！","","破坏的大门数量","","",0
160,0,1,3884803,32,37,0,0,0,0,60722,60502,0,36,0,37,38,35,True,False,False,0,False,False,False,0,"红腹蜂巢占领战","经过一番苦战，红腹蜂巢的大门已经突破了，接下来只要打倒他们的首领——毒针塞韦兰！","","","","",0
161,0,4,3688712,32,37,0,8,0,0,60724,60504,0,69,0,33,34,35,True,False,False,0,False,False,False,0,"红腹蜂巢防卫战","寄生蜂团的残兵们为了夺回蜂巢攻过来了！守住大门抵御敌人的进攻！","","蜂巢大门数量","","",0
162,0,4,3688712,32,37,0,8,2,0,60724,60504,0,69,0,33,34,35,True,False,False,0,False,False,False,0,"红腹蜂巢迎击战","坚守蜂巢，抵住寄生蜂团的进攻！打倒那些经验丰富的红腹盗窃蜂兵并让他们失去战斗意识！","","蜂巢大门数量","打倒的蜂兵数量","",0
163,0,1,3878580,22,27,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"最后的一片叶子","高径地区附近的妖花有蔓延的趋势，为了维持森林的平衡，请清除那些飞虻陷阱草！","","","","",0
164,0,1,3878966,29,34,0,0,0,0,60722,60502,0,36,0,37,38,35,True,False,False,0,False,False,False,0,"秀丽的不法之徒——豹爪偷猎王","豹爪偷猎王是护月之民偷猎团的领袖，只要能将他打倒，这个偷猎团体就会安分多了！","","","","",0
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,False,False,False,0,"","","","","","",0
166,0,4,3862614,22,27,0,8,0,0,60724,60504,0,115,0,33,34,35,True,False,False,0,False,False,False,0,"令人头痛的常客","巴斯卡隆酒家又有喝醉的客人在闹事了，尽快制服醉客斯宾塞将场面平定下来吧。要注意委托人的安全！","","束手无策的常客","","",0
167,0,1,3863377,21,26,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"爱也需要时间","尽管现在还没到羚羊的繁殖季节，但是有些雄羚羊就已经开始骚动起来了，请尽快驯服那些异常活跃的雄羚羊！","","","","",0
168,0,2,3867062,29,34,2000251,1,0,0,60723,60503,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"铁证如山","偷猎者的存在就是对森林和谐的干扰，我们一定不要放过任何一个线索，打倒敌人并缴获偷猎的赃物兽皮吧！","尽快将作为偷猎证据的兽皮交给鬼哭队的队员","交纳的偷猎皮革数量","","",0
169,0,1,3867133,32,37,0,0,0,0,60722,60502,0,115,0,33,34,35,True,False,False,0,False,False,False,0,"黑市的总管——双尾豹雅毕·卡塔波","我们对偷猎物品的交易点发动了突袭，目标就是拿获黑市的总管——雅毕·卡塔波！绝对不要有任何疏忽！","","","","",0
170,0,1,3867168,22,27,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"刀刃上的过路费","有一批不法之徒在街道上强收过路费，这种情况绝对不能放任不管，请尽快进行处理！","","","","",0
171,0,1,3867238,24,29,0,0,0,0,60721,60501,0,0,0,33,34,35,True,False,False,0,False,False,False,0,"撤退要求","寄生蜂团好像在无人庵建立了新的据点，将立起路障的盗贼打倒，开辟出继续前进的路吧！","","","","",0
