key,0,1,2,3,4,5,6,7,8
52,2640684,7,10,52254,0,"猎人绿","猎人绿",False,True
53,4219705,7,11,52254,0,"口花绿","口花绿",False,True
54,6255960,7,12,52254,0,"金龟绿","金龟绿",False,True
55,3886396,7,13,52254,0,"地神绿","地神绿",False,True
56,1976865,7,14,52254,0,"深林绿","深林绿",False,True
57,9878969,7,15,52254,0,"天上蓝","天上蓝",False,True
58,4420210,7,16,52254,0,"绿松蓝","绿松蓝",False,True
59,2049606,7,17,52254,0,"魔花绿","魔花绿",False,True
60,11715790,8,1,52254,0,"寒冰蓝","寒冰蓝",False,True
61,8630482,8,2,52254,0,"天空蓝","天空蓝",False,True
62,6586784,8,3,52254,0,"海雾蓝","海雾蓝",False,True
63,3893382,8,4,52254,0,"孔雀蓝","孔雀蓝",False,True
64,1850708,8,5,52254,0,"罗海蓝","罗海蓝",False,True
65,9345964,8,6,52254,0,"腐尸蓝","腐尸蓝",False,True
66,5199718,8,7,52254,0,"青磷蓝","青磷蓝",False,True
67,3094609,8,8,52254,0,"靛青蓝","靛青蓝",False,True
68,1711911,8,9,52254,0,"油墨蓝","油墨蓝",False,True
69,5996480,8,10,52254,0,"盗龙蓝","盗龙蓝",False,True
70,3102857,8,11,52254,0,"东洲蓝","东洲蓝",False,True
71,2310514,8,12,52254,0,"风暴蓝","风暴蓝",False,True
72,1124676,8,13,52254,0,"虚空蓝","虚空蓝",False,True
73,2568295,8,14,52254,0,"皇室蓝","皇室蓝",False,True
74,1579319,8,15,52254,0,"午夜蓝","午夜蓝",False,True
75,3618631,8,16,52254,0,"阴影蓝","阴影蓝",False,True
76,3222871,8,17,52254,0,"深渊蓝","深渊蓝",False,True
77,8880046,9,1,52254,0,"薰衣草","薰衣草",False,True
78,5326176,9,2,52254,0,"忧郁紫","忧郁紫",False,True
79,3288123,9,3,52254,0,"醋栗紫","醋栗紫",False,True
80,12033724,9,4,52254,0,"鸢尾紫","鸢尾紫",False,True
81,3877437,9,5,52254,0,"葡萄紫","葡萄紫",False,True
82,16699125,9,6,52254,0,"莲花粉","莲花粉",False,True
83,14457802,9,7,52254,0,"蜂鸟粉","蜂鸟粉",False,True
84,7950956,9,8,52254,0,"仙子梅","仙子梅",False,True
85,6697038,9,9,52254,0,"帝王紫","帝王紫",False,True
86,14942225,4,10,52255,0,"宝石红","宝石红",False,True
87,16070555,4,11,52255,0,"樱桃粉","樱桃粉",False,True
88,16709732,6,10,52255,0,"丝雀黄","丝雀黄",False,True
89,16511412,6,11,52255,0,"香草黄","香草黄",False,True
90,3746,8,18,52255,0,"龙骑蓝","龙骑蓝",False,True
91,307149,8,19,52255,0,"松石蓝","松石蓝",False,True
92,6316136,10,21,52255,0,"炮铜黑","炮铜黑",True,False
93,15328218,10,22,52255,0,"珍珠白","珍珠白",True,False
94,15192471,10,23,52255,0,"金属铜","金属铜",True,False
95,14551830,4,12,52256,0,"胭脂红","胭脂红",False,True
96,15536526,4,13,52256,0,"霓虹粉","霓虹粉",False,True
97,16011281,5,19,52256,0,"明亮橙","明亮橙",False,True
98,14674440,6,12,52256,0,"霓虹黄","霓虹黄",False,True
99,11925264,7,18,52256,0,"霓虹绿","霓虹绿",False,True
100,3820688,8,20,52256,0,"碧空蓝","碧空蓝",False,True
101,16382196,10,1,13114,8732,"无瑕白","无瑕白",False,True
102,1973790,10,2,13115,8733,"煤玉黑","煤玉黑",False,True
103,16632006,10,3,13708,8734,"柔彩粉","柔彩粉",False,True
104,3283225,10,4,13709,8735,"黑暗红","黑暗红",False,True
105,2629916,10,5,13710,8736,"黑暗棕","黑暗棕",False,True
106,12242858,10,6,13711,8737,"柔彩绿","柔彩绿",False,True
107,1387564,10,7,13712,8738,"黑暗绿","黑暗绿",False,True
108,9872601,10,8,13713,8739,"柔彩蓝","柔彩蓝",False,True
109,1187629,10,9,13714,8740,"黑暗蓝","黑暗蓝",False,True
110,12301786,10,10,13715,8741,"柔彩紫","柔彩紫",False,True
111,2301990,10,11,13716,8742,"黑暗紫","黑暗紫",False,True
112,10987431,10,12,13116,8743,"闪耀银","闪耀银",True,False
113,15590973,10,13,13117,8744,"闪耀金","闪耀金",True,False
114,11935051,10,14,13717,8745,"金属红","金属红",True,False
115,14978095,10,15,13718,8746,"金属橙","金属橙",True,False
116,16046662,10,16,13719,8747,"金属黄","金属黄",True,False
117,2271063,10,17,13720,8748,"金属绿","金属绿",True,False
118,6214886,10,18,13721,8749,"金属蓝","金属蓝",True,False
119,5264089,10,19,13722,8750,"金属靛","金属靛",True,False
120,10708674,10,20,13723,8751,"金属紫","金属紫",True,False
121,6443151,9,10,52256,0,"罗兰紫","罗兰紫",False,True
122,10639723,10,24,52256,0,"金属粉","金属粉",True,False
123,2031616,10,25,52256,0,"金属宝石红","金属宝石红",True,False
124,1393215,10,26,52256,0,"金属钴铁绿","金属钴铁绿",True,False
125,524831,10,27,52256,0,"金属黑暗蓝","金属黑暗蓝",True,False
126,0,0,0,0,0,"","",False,False
127,0,0,0,0,0,"","",False,False
128,0,0,0,0,0,"","",False,False
