key,0,1,2,3,4,5,6,7,8,9
25,66038,2,7,0,113819,113619,113719,"非著名调查员","","在第七灵灾中丧生的那个男人又回来了！
天知地知事件知，其乃漂泊的调查员——希尔迪布兰德！
请和勇敢无畏且充满智慧的绅士一起，
解决困扰艾欧泽亚人民的案件吧！"
26,67908,2,7,0,113820,113620,113720,"非著名调查员外传：苍穹之章","","调查员希尔迪布兰德飞上高空，消失在了北方的天际。
调查员的助手娜修·玛卡拉卡一路跟随，来到了北方的皇都伊修加德。
希尔迪布兰德究竟是否还活着？
在北方的冻土上，调查员的新故事拉开了序幕！"
27,68704,2,7,0,113821,113621,113721,"非著名调查员外传：红莲之章","","追着消失在东方天际的绅士，娜修·玛卡拉卡来到了遥远的东方国度。
在这里，她听到了扰乱黄金港的有关“小贼一匹狼”的传闻……
就这样，调查员故事的第三幕开始了！"
28,67900,2,8,0,113822,113622,113722,"圣恩达利姆神学院记","","光之战士揭露出了龙诗战争的真相，
这却也从根本处颠覆了伊修加德的宗教与历史。
这一影响波及到了培养伊修加德正教神职人员的“圣恩达利姆神学院”，
引发了一场将诸多学子卷入其中的骚乱。"
29,67015,2,9,0,113823,113623,113723,"龙诗战争外传","","追忆而行，踏过那银色的雪原，
浮现于眼前的，是友人不变的笑脸。
龙诗战争结束了。光之战士踏上了一段回忆之旅。"
30,0,0,0,0,0,0,0,"","",""
31,0,0,0,0,0,0,0,"","",""
32,0,0,0,0,0,0,0,"","",""
33,0,0,0,0,0,0,0,"","",""
34,0,0,0,0,0,0,0,"","",""
35,0,0,0,0,0,0,0,"","",""
36,0,0,0,0,0,0,0,"","",""
37,0,0,0,0,0,0,0,"","",""
38,0,0,0,0,0,0,0,"","",""
39,0,0,0,0,0,0,0,"","",""
40,0,0,0,0,0,0,0,"","",""
41,0,0,0,0,0,0,0,"","",""
42,0,0,0,0,0,0,0,"","",""
43,0,0,0,0,0,0,0,"","",""
44,0,0,0,0,0,0,0,"","",""
45,0,0,0,0,0,0,0,"","",""
46,0,0,0,0,0,0,0,"","",""
47,0,0,0,0,0,0,0,"","",""
48,0,0,0,0,0,0,0,"","",""
49,0,0,0,0,0,0,0,"","",""
50,0,0,0,0,0,0,0,"","",""
51,0,0,0,0,0,0,0,"","",""
52,0,0,0,0,0,0,0,"","",""
53,0,0,0,0,0,0,0,"","",""
54,0,0,0,0,0,0,0,"","",""
55,0,0,0,0,0,0,0,"","",""
56,0,0,0,0,0,0,0,"","",""
57,0,0,0,0,0,0,0,"","",""
58,0,0,0,0,0,0,0,"","",""
59,0,0,0,0,0,0,0,"","",""
60,0,0,0,0,0,0,0,"","",""
61,0,0,0,0,0,0,0,"","",""
62,0,0,0,0,0,0,0,"","",""
63,0,0,0,0,0,0,0,"","",""
64,0,0,0,0,0,0,0,"","",""
65,0,0,0,0,0,0,0,"","",""
66,0,0,0,0,0,0,0,"","",""
67,0,0,0,0,0,0,0,"","",""
68,0,0,0,0,0,0,0,"","",""
69,0,0,0,0,0,0,0,"","",""
70,0,0,0,0,0,0,0,"","",""
71,0,0,0,0,0,0,0,"","",""
72,0,0,0,0,0,0,0,"","",""
73,0,0,0,0,0,0,0,"","",""
74,0,0,0,0,0,0,0,"","",""
75,0,0,0,0,0,0,0,"","",""
76,0,0,0,0,0,0,0,"","",""
77,0,0,0,0,0,0,0,"","",""
78,0,0,0,0,0,0,0,"","",""
79,0,0,0,0,0,0,0,"","",""
80,0,0,0,0,0,0,0,"","",""
81,0,0,0,0,0,0,0,"","",""
82,0,0,0,0,0,0,0,"","",""
83,0,0,0,0,0,0,0,"","",""
84,0,0,0,0,0,0,0,"","",""
85,0,0,0,0,0,0,0,"","",""
86,0,0,0,0,0,0,0,"","",""
87,0,0,0,0,0,0,0,"","",""
88,0,0,0,0,0,0,0,"","",""
89,0,0,0,0,0,0,0,"","",""
90,0,0,0,0,0,0,0,"","",""
91,0,0,0,0,0,0,0,"","",""
92,0,0,0,0,0,0,0,"","",""
93,0,0,0,0,0,0,0,"","",""
94,0,0,0,0,0,0,0,"","",""
95,0,0,0,0,0,0,0,"","",""
96,0,0,0,0,0,0,0,"","",""
97,0,0,0,0,0,0,0,"","",""
98,0,0,0,0,0,0,0,"","",""
99,0,0,0,0,0,0,0,"","",""
100,0,0,0,0,0,0,0,"","",""
101,0,0,0,0,0,0,0,"","",""
102,0,0,0,0,0,0,0,"","",""
103,0,0,0,0,0,0,0,"","",""
104,0,0,0,0,0,0,0,"","",""
105,0,0,0,0,0,0,0,"","",""
106,0,0,0,0,0,0,0,"","",""
107,0,0,0,0,0,0,0,"","",""
108,0,0,0,0,0,0,0,"","",""
109,0,0,0,0,0,0,0,"","",""
110,0,0,0,0,0,0,0,"","",""
111,0,0,0,0,0,0,0,"","",""
112,0,0,0,0,0,0,0,"","",""
113,0,0,0,0,0,0,0,"","",""
114,0,0,0,0,0,0,0,"","",""
115,0,0,0,0,0,0,0,"","",""
116,0,0,0,0,0,0,0,"","",""
117,0,0,0,0,0,0,0,"","",""
118,0,0,0,0,0,0,0,"","",""
119,0,0,0,0,0,0,0,"","",""
120,0,0,0,0,0,0,0,"","",""
121,0,0,0,0,0,0,0,"","",""
122,0,0,0,0,0,0,0,"","",""
123,0,0,0,0,0,0,0,"","",""
124,0,0,0,0,0,0,0,"","",""
125,0,0,0,0,0,0,0,"","",""
126,0,0,0,0,0,0,0,"","",""
127,0,0,0,0,0,0,0,"","",""
128,0,0,0,0,0,0,0,"","",""
129,0,0,0,0,0,0,0,"","",""
130,0,0,0,0,0,0,0,"","",""
131,0,0,0,0,0,0,0,"","",""
132,0,0,0,0,0,0,0,"","",""
133,0,0,0,0,0,0,0,"","",""
134,0,0,0,0,0,0,0,"","",""
135,0,0,0,0,0,0,0,"","",""
136,0,0,0,0,0,0,0,"","",""
137,0,0,0,0,0,0,0,"","",""
138,0,0,0,0,0,0,0,"","",""
139,0,0,0,0,0,0,0,"","",""
140,0,0,0,0,0,0,0,"","",""
141,0,0,0,0,0,0,0,"","",""
142,0,0,0,0,0,0,0,"","",""
143,0,0,0,0,0,0,0,"","",""
144,0,0,0,0,0,0,0,"","",""
145,0,0,0,0,0,0,0,"","",""
