key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
64,13,61833,17,10,10,5,3,1000,0,251,0,"优雷卡元精敌人讨伐数1","讨伐10只元精系敌人，敌人的元素等级最低和自身当前等级相同。",0
65,13,61833,18,20,10,15,3,1000,0,251,0,"优雷卡元精敌人讨伐数2","讨伐20只元精系敌人，敌人的元素等级最低和自身当前等级相同。",0
66,10,61820,14,1,0,0,8,5000,0,224,0,"萌宠之王对战次数1","进行1次萌宠之王对战。",0
67,10,61820,16,5,0,0,8,12000,0,224,0,"萌宠之王对战次数3","进行5次萌宠之王对战。",0
68,8,61812,3,3,0,0,6,5000,0,0,372,"分队攻略任务完成次数","完成3次分队攻略任务。",0
69,10,61820,17,2,0,0,8,5000,0,0,68737,"多玛方城战对战次数","进行2次非人机多玛方城战。",0
70,3,61809,1,5,5,15,3,1000,0,0,0,"危命任务最高评价次数1","在危命任务中获得5次最高评价。",1625700
71,3,61809,2,10,5,15,3,2000,0,0,0,"危命任务最高评价次数2","在危命任务中获得10次最高评价。",1625700
72,5,61816,3,5,5,10,3,2000,0,0,95,"道具分解","成功分解5次道具。（※完成挑战时只有身为能工巧匠职业才能获得经验值奖励。）",0
73,10,61820,13,1,0,0,8,3000,0,0,69566,"九宫幻卡：参加锦标赛","参加1次官方锦标赛并获得报酬。",0
74,11,61847,11,100,0,0,11,1000,0,0,70179,"开拓无人岛：获取素材的数量","在无人岛获取100个素材。",0
75,11,61847,12,20,0,0,11,1000,0,0,70179,"开拓无人岛：生产海岛产品的数量","在无人岛生产销售20个海岛产品。",0
76,13,61851,1,30,12,30,13,140,0,0,70847,"新月岛怪物讨伐数1","讨伐30只敌人，敌人的知见等级最低和自身当前等级相同。",0
77,13,61851,2,60,12,70,13,240,0,0,70847,"新月岛怪物讨伐数2","讨伐60只敌人，敌人的知见等级最低和自身当前等级相同。",0
78,13,61851,3,8,12,30,13,140,0,0,70847,"新月岛挑战紧急遭遇战次数1","在蜃景幻界新月岛成功挑战8次紧急遭遇战。",0
79,13,61851,4,15,12,70,13,240,0,0,70847,"新月岛挑战紧急遭遇战次数2","在蜃景幻界新月岛成功挑战15次紧急遭遇战。",0
80,13,61851,5,10,12,30,13,140,0,0,70847,"新月岛挑战危命任务次数1","在蜃景幻界新月岛成功挑战10次危命任务。",0
81,13,61851,6,20,12,70,13,240,0,0,70847,"新月岛挑战危命任务次数2","在蜃景幻界新月岛成功挑战20次危命任务。",0
82,13,61851,7,1,12,30,13,140,0,0,70847,"新月岛连锁次数1","在蜃景幻界新月岛完成1次20连锁。",0
83,13,61851,8,1,12,70,13,240,0,0,70847,"新月岛连锁次数2","在蜃景幻界新月岛完成1次40连锁。",0
84,0,0,0,0,0,0,0,0,0,0,0,"","",0
85,0,0,0,0,0,0,0,0,0,0,0,"","",0
86,0,0,0,0,0,0,0,0,0,0,0,"","",0
87,0,0,0,0,0,0,0,0,0,0,0,"","",0
88,0,0,0,0,0,0,0,0,0,0,0,"","",0
89,0,0,0,0,0,0,0,0,0,0,0,"","",0
90,0,0,0,0,0,0,0,0,0,0,0,"","",0
91,0,0,0,0,0,0,0,0,0,0,0,"","",0
92,0,0,0,0,0,0,0,0,0,0,0,"","",0
93,0,0,0,0,0,0,0,0,0,0,0,"","",0
94,0,0,0,0,0,0,0,0,0,0,0,"","",0
95,0,0,0,0,0,0,0,0,0,0,0,"","",0
96,0,0,0,0,0,0,0,0,0,0,0,"","",0
97,0,0,0,0,0,0,0,0,0,0,0,"","",0
98,0,0,0,0,0,0,0,0,0,0,0,"","",0
99,0,0,0,0,0,0,0,0,0,0,0,"","",0
100,0,0,0,0,0,0,0,0,0,0,0,"","",0
101,0,0,0,0,0,0,0,0,0,0,0,"","",0
102,0,0,0,0,0,0,0,0,0,0,0,"","",0
103,0,0,0,0,0,0,0,0,0,0,0,"","",0
