key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
8,12,0,20,1000,15000,20,0,2,"支援前线部队","<Switch(IntegerParameter(1))><Case(1)>骷髅谷营地</Case><Case(2)>欧金尼娅哨塔</Case><Case(3)>小阿拉米格</Case></Switch>的驻扎部队发来支援请求。立即前往现场，支援当地部队迎击<Switch(IntegerParameter(1))><Case(1)>地灵族</Case><Case(2)>鸟人族</Case><Case(3)>蜥蜴人族</Case></Switch>。",0,0,0,0,0,0,0,0,0,0,0,0,265,410,265,140,410,125,20,20,20,20,20,20,140,145,435,265,270,435,20,20,20,20,20,20,420,270,125,420,145,265,20,20,20,20,20,20,20,20,20,20,20,20
9,12,0,20,1000,16500,20,0,2,"护卫同盟军军官","<Switch(IntegerParameter(1))><Case(1)>双蛇党</Case><Case(2)>恒辉队</Case><Case(3)>黑涡团</Case></Switch>的军官将来我城进行重要访问。前往飞艇坪迎接，并在访问期间做好万全的接待和护卫。",0,0,0,0,0,0,0,0,0,0,0,0,270,130,270,145,415,415,20,20,20,20,20,20,440,440,145,270,275,150,20,20,20,20,20,20,130,270,425,425,150,275,20,20,20,20,20,20,20,20,20,20,20,20
10,12,0,25,1000,19500,20,0,2,"巡逻郊外道路","命令队员在<Switch(IntegerParameter(1))><Case(1)>东拉诺西亚</Case><Case(2)>黑衣森林南部林区</Case><Case(3)>南萨纳兰</Case></Switch>的主要道路巡逻。当地道路多为运输要道，睁大眼睛，确保道路治安。",0,0,0,0,0,0,0,0,0,0,0,0,425,140,280,425,280,155,20,20,20,20,20,20,285,450,155,160,450,280,20,20,20,20,20,20,160,280,435,285,140,435,20,20,20,20,20,20,20,20,20,20,20,20
11,12,0,30,1000,22500,20,0,2,"侦查蛮族据点","命令队员前往<Switch(IntegerParameter(1))><Case(1)>地灵军试掘地</Case><Case(2)>鸟人军采伐所</Case><Case(3)>蜥蜴人军阵地</Case></Switch>执行侦察行动。消灭迎击的敌方蛮族，将情报带回。",0,0,0,0,0,0,0,0,0,0,0,0,170,440,440,295,155,295,20,20,20,20,20,20,295,300,175,465,465,170,20,20,20,20,20,20,450,175,300,155,295,450,20,20,20,20,20,20,20,20,20,20,20,20
12,12,0,35,1000,25500,20,0,2,"搜索失踪人员","有友军部队成员在<Switch(IntegerParameter(1))><Case(1)>拉诺西亚外地</Case><Case(2)>黑衣森林北部林区</Case><Case(3)>北萨纳兰</Case></Switch>失踪。在敌对势力强大的区域迅速进行搜索救援。",0,0,0,0,0,0,0,0,0,0,0,0,310,185,455,170,310,455,20,20,20,20,20,20,480,310,315,480,185,190,20,20,20,20,20,20,170,465,190,310,465,315,20,20,20,20,20,20,20,20,20,20,20,20
13,12,0,35,1000,27000,20,0,2,"与同盟军的联合演习","与<Switch(IntegerParameter(1))><Case(1)>恒辉队</Case><Case(2)>黑涡团</Case><Case(3)>双蛇党</Case></Switch>的联合演习即将开始。作为<Switch(IntegerParameter(1))><Case(1)>黑涡团</Case><Case(2)>双蛇党</Case><Case(3)>恒辉队</Case></Switch>的代表参加演习，并展现我军优秀的能力。",14945,14945,14945,14945,14945,14945,1,1,1,1,1,1,455,310,170,310,185,455,20,20,20,20,20,20,190,480,480,185,310,315,20,20,20,20,20,20,315,170,310,465,465,190,20,20,20,20,20,20,20,20,20,20,20,20
14,13,15,40,4000,30000,0,0,2,"重要任务：夺取水晶","为了阻止敌对蛮族召唤<Switch(IntegerParameter(1))><Case(1)>泰坦</Case><Case(2)>迦楼罗</Case><Case(3)>伊弗利特</Case></Switch>，在<Switch(IntegerParameter(1))><Case(1)>地灵军试掘地</Case><Case(2)>鸟人军采伐所</Case><Case(3)>蜥蜴人军阵地</Case></Switch>开始了夺取水晶的作战。与友军部队合作，潜入地方据点，夺取目标物品。",0,0,0,0,0,0,0,0,0,0,0,0,315,315,315,315,315,315,0,0,0,0,0,0,325,325,325,325,325,325,0,0,0,0,0,0,340,340,340,340,340,340,0,0,0,0,0,0,100,100,100,100,100,100
15,16,17,40,4000,30000,0,0,2,"重要任务：夺取水晶","为了阻止敌对蛮族召唤<Switch(IntegerParameter(1))><Case(1)>泰坦</Case><Case(2)>迦楼罗</Case><Case(3)>伊弗利特</Case></Switch>，在<Switch(IntegerParameter(1))><Case(1)>地灵军试掘地</Case><Case(2)>鸟人军采伐所</Case><Case(3)>蜥蜴人军阵地</Case></Switch>开始了夺取水晶的作战。与友军部队合作，潜入地方据点，夺取目标物品。",0,0,0,0,0,0,0,0,0,0,0,0,315,315,315,315,315,315,0,0,0,0,0,0,325,325,325,325,325,325,0,0,0,0,0,0,340,340,340,340,340,340,0,0,0,0,0,0,100,100,100,100,100,100
16,15,0,40,2000,30000,20,0,3,"强袭蛮族据点","对<Switch(IntegerParameter(1))><Case(1)>武伽玛罗武装矿山</Case><Case(2)>风扬殖民地</Case><Case(3)>不悔战阵</Case></Switch>的强袭作战开始了。立即与友军部队汇合，助其一臂之力。",14946,14946,14946,14946,14946,14946,5,5,5,5,5,5,530,530,385,245,385,265,20,20,20,20,20,20,385,275,560,560,265,385,20,20,20,20,20,20,275,385,245,385,540,540,20,20,20,20,20,20,20,20,20,20,20,20
17,15,0,40,2000,30000,20,0,3,"取缔违法武器交易","谍报部门传来了违法武器贩卖的情报。前往指定的交易场所，将犯罪者一网打尽。",14947,14947,14947,14947,14947,14947,5,5,5,5,5,5,385,245,385,265,530,530,20,20,20,20,20,20,560,560,265,385,385,275,20,20,20,20,20,20,245,385,540,540,275,385,20,20,20,20,20,20,20,20,20,20,20,20
18,15,0,40,2000,30000,20,0,3,"强行侦查帝国军据点","命令队员对<Switch(IntegerParameter(1))><Case(1)>帝国西方堡</Case><Case(2)>帝国中央堡</Case><Case(3)>帝国南方堡</Case></Switch>进行强行侦查。带回该地帝国军部队动向的相关情报。",14948,14948,14948,14948,14948,14948,5,5,5,5,5,5,385,265,530,530,385,245,20,20,20,20,20,20,265,385,385,275,560,560,20,20,20,20,20,20,540,540,275,385,245,385,20,20,20,20,20,20,20,20,20,20,20,20
19,15,0,40,2000,30000,20,0,3,"追踪帝国军逃兵","有目击情报称，在<Switch(IntegerParameter(1))><Case(1)>东拉诺西亚</Case><Case(2)>黑衣森林东部林区</Case><Case(3)>北萨纳兰</Case></Switch>发现帝国军逃兵。立即前往现场，搜寻并捕获可疑人物。",14949,14949,14949,14949,14949,14949,5,5,5,5,5,5,530,385,245,385,265,530,20,20,20,20,20,20,275,560,560,265,385,385,20,20,20,20,20,20,385,245,385,540,540,275,20,20,20,20,20,20,20,20,20,20,20,20
20,15,0,40,2000,30000,20,0,3,"发动对帝国军的牵制攻击","艾欧泽亚同盟军将在摩杜纳展开对帝国军部队的牵制攻击。代表<Switch(IntegerParameter(1))><Case(1)>黑涡团</Case><Case(2)>双蛇党</Case><Case(3)>恒辉队</Case></Switch>参战，引导作战成功。",14950,14950,14950,14950,14950,14950,5,5,5,5,5,5,245,385,265,530,530,385,20,20,20,20,20,20,560,265,385,385,275,560,20,20,20,20,20,20,385,540,540,275,385,245,20,20,20,20,20,20,20,20,20,20,20,20
21,15,0,40,2000,30000,20,0,3,"切断蛮族补给线作战","为了切断<Switch(IntegerParameter(1))><Case(1)>西拉诺西亚鱼人族</Case><Case(2)>黑衣森林北部林区鸟人族</Case><Case(3)>南萨纳兰蜥蜴人族</Case></Switch>的补给线，投入大部队的作战开始了。服从<Switch(IntegerParameter(1))><Case(1)>军令部</Case><Case(2)>司令部</Case><Case(3)>作战总部</Case></Switch>的指示，参加作战。",14951,14951,14951,14951,14951,14951,5,5,5,5,5,5,265,530,530,385,245,385,20,20,20,20,20,20,385,385,275,560,560,265,20,20,20,20,20,20,540,275,385,245,385,540,20,20,20,20,20,20,20,20,20,20,20,20
22,15,0,40,2000,30000,20,0,3,"追踪通缉犯","有目击情报称，在<Switch(IntegerParameter(1))><Case(1)>拉诺西亚</Case><Case(2)>黑衣森林</Case><Case(3)>萨纳兰</Case></Switch>发现了<Switch(IntegerParameter(1))><Case(1)>恒辉队</Case><Case(2)>黑涡团</Case><Case(3)>双蛇党</Case></Switch>正在通缉的罪犯。协助<Switch(IntegerParameter(1))><Case(1)>恒辉队</Case><Case(2)>黑涡团</Case><Case(3)>双蛇党</Case></Switch>的特务军官进行追踪。",14952,14952,14952,14952,14952,14952,5,5,5,5,5,5,530,530,245,385,265,385,20,20,20,20,20,20,275,385,560,560,385,265,20,20,20,20,20,20,385,275,385,245,540,540,20,20,20,20,20,20,20,20,20,20,20,20
23,15,0,40,2000,30000,20,0,3,"歼灭帝国军补给部队","谍报部门传来了有关帝国军补给部队的重要情报。歼灭前往<Switch(IntegerParameter(1))><Case(1)>帝国西方堡</Case><Case(2)>帝国中央堡</Case><Case(3)>帝国南方堡</Case></Switch>的敌方补给部队。",14953,14953,14953,14953,14953,14953,5,5,5,5,5,5,245,385,265,385,530,530,20,20,20,20,20,20,560,560,385,265,275,385,20,20,20,20,20,20,385,245,540,540,385,275,20,20,20,20,20,20,20,20,20,20,20,20
24,15,0,40,2000,30000,20,0,3,"消灭合成生物","在我国领土内发现了可怕的合成生物。追踪<Switch(IntegerParameter(1))><Case(1)>身躯巨大的弥诺陶洛斯</Case><Case(2)>操纵强大魔法的拉米亚</Case><Case(3)>异常凶猛的奇美拉</Case></Switch>，将其消灭。",14954,14954,14954,14954,14954,14954,5,5,5,5,5,5,265,385,530,530,245,385,20,20,20,20,20,20,385,265,275,385,560,560,20,20,20,20,20,20,540,540,385,275,385,245,20,20,20,20,20,20,20,20,20,20,20,20
25,15,0,50,3000,37500,20,0,3,"与拂晓的共同作战","为了调查<Switch(IntegerParameter(1))><Case(1)>地灵族</Case><Case(2)>鸟人族</Case><Case(3)>蜥蜴人族</Case></Switch>召唤蛮神的前兆，与拂晓血盟展开共同作战。和同属于组织的<Switch(IntegerParameter(1))><Case(1)>者斯拉佛希斯</Case><Case(2)>达吕斯泰尔</Case><Case(3)>阿丽亚娜</Case></Switch>汇合，听从其指示。",14946,14946,14946,14946,14946,14946,10,10,10,10,10,10,295,430,590,590,275,430,20,20,20,20,20,20,430,295,305,430,620,620,20,20,20,20,20,20,600,600,430,305,430,275,20,20,20,20,20,20,20,20,20,20,20,20
26,15,0,50,3000,37500,20,0,3,"开发反魔导兵器战术","为了更加有效地开发反魔导兵器战术，使用缴获的帝国军魔导兵器进行模拟战。",14947,14947,14947,14947,14947,14947,10,10,10,10,10,10,275,430,295,430,590,590,20,20,20,20,20,20,620,620,430,295,305,430,20,20,20,20,20,20,430,275,600,600,430,305,20,20,20,20,20,20,20,20,20,20,20,20
27,15,0,50,3000,37500,20,0,3,"市民救出作战","有情报称<Switch(IntegerParameter(1))><Case(1)>受鱼人族支配的海盗团“海蛇之舌”</Case><Case(2)>鸟人族的装甲气球部队</Case><Case(3)>蜥蜴人族的拐人部队“炎牙众”</Case></Switch>绑架了普通市民。在无辜的市民们成为蛮神的祭品前，潜入敌方据点将其救出。",14948,14948,14948,14948,14948,14948,10,10,10,10,10,10,590,590,275,430,295,430,20,20,20,20,20,20,305,430,620,620,430,295,20,20,20,20,20,20,430,305,430,275,600,600,20,20,20,20,20,20,20,20,20,20,20,20
28,15,0,50,3000,37500,20,0,3,"消灭武装集团","被认为是<Switch(IntegerParameter(1))><Case(1)>辉鳞人族战斗团</Case><Case(2)>豹爪偷猎团</Case><Case(3)>原阿拉米格王室亲卫队“骸旅团”</Case></Switch>分支的武装集团在我国领土内为非作歹，成为了巨大的威胁。立即前往现场，消灭他们。",14949,14949,14949,14949,14949,14949,10,10,10,10,10,10,295,590,590,430,275,430,20,20,20,20,20,20,430,430,305,620,620,295,20,20,20,20,20,20,600,305,430,275,430,600,20,20,20,20,20,20,20,20,20,20,20,20
29,15,0,50,3000,37500,20,0,3,"取缔违法邪教教团","宣扬末日思想的邪教教团“最后之民”正在进行非法布教。扮成普通市民在<Switch(IntegerParameter(1))><Case(1)>利姆萨·罗敏萨</Case><Case(2)>格里达尼亚</Case><Case(3)>乌尔达哈</Case></Switch>境内巡视，揭发前来宣传的邪教一伙。",14950,14950,14950,14950,14950,14950,10,10,10,10,10,10,275,430,295,590,590,430,20,20,20,20,20,20,620,295,430,430,305,620,20,20,20,20,20,20,430,600,600,305,430,275,20,20,20,20,20,20,20,20,20,20,20,20
30,15,0,50,3000,37500,20,0,3,"消灭非法召唤的妖异","有目击情报称，在我国领土内发现了被违法召唤的妖异。追踪<Switch(IntegerParameter(1))><Case(1)>梦魔型妖异</Case><Case(2)>行吟型妖异</Case><Case(3)>安可哈格型妖异</Case></Switch>，并将其消灭。",14951,14951,14951,14951,14951,14951,10,10,10,10,10,10,590,430,275,430,295,590,20,20,20,20,20,20,305,620,620,295,430,430,20,20,20,20,20,20,430,275,430,600,600,305,20,20,20,20,20,20,20,20,20,20,20,20
31,15,0,50,3000,37500,20,0,3,"击破帝国军废弃兵器","被帝国军废弃的魔导兵器因某种原因而失控，威胁到了领地内的安全。立即前往现场，与特务士官合作将目标击破。",14952,14952,14952,14952,14952,14952,10,10,10,10,10,10,430,295,590,590,430,275,20,20,20,20,20,20,295,430,430,305,620,620,20,20,20,20,20,20,600,600,305,430,275,430,20,20,20,20,20,20,20,20,20,20,20,20
32,15,0,50,3000,37500,20,0,3,"排除哥布林族集团","哥布林族科学家组织青蓝之手的下属集团正在我方领土内进行机工兵器的验证试验。立即赶往现场，阻止未经许可的试验。",14953,14953,14953,14953,14953,14953,10,10,10,10,10,10,430,275,430,295,590,590,20,20,20,20,20,20,620,620,295,430,430,305,20,20,20,20,20,20,275,430,600,600,305,430,20,20,20,20,20,20,20,20,20,20,20,20
33,15,0,50,3000,37500,20,0,3,"揭发假副牙士","据称，有一位自称是格里达尼亚副牙士的强壮男人经常大声恐吓无辜的市民。为了维护艾欧泽亚同盟军的威信，揭发这个副牙士。",14954,14954,14954,14954,14954,14954,10,10,10,10,10,10,590,590,430,275,430,295,20,20,20,20,20,20,430,305,620,620,295,430,20,20,20,20,20,20,305,430,275,430,600,600,20,20,20,20,20,20,20,20,20,20,20,20
34,17,19,50,5000,40000,0,0,2,"重要任务：歼灭帝国军特殊部队","谍报部门发现有一支帝国军特殊部队潜入到了<Switch(IntegerParameter(1))><Case(1)>东拉诺西亚</Case><Case(2)>东部林区</Case><Case(3)>北萨纳兰</Case></Switch>。他们想进入我们的城市展开破坏，骚扰我军大后方。请立刻赶赴现场，歼灭敌方部队！",0,0,0,0,0,0,0,0,0,0,0,0,370,370,370,370,370,370,0,0,0,0,0,0,355,355,355,355,355,355,0,0,0,0,0,0,345,345,345,345,345,345,0,0,0,0,0,0,100,100,100,100,100,100
