key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
45,1,7,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"仙人微彩有奖竞猜的参加次数将在每天<ResetTime>01</ResetTime><If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>13</Case><Case(14)>14</Case><Case(15)>15</Case><Case(16)>16</Case><Case(17)>17</Case><Case(18)>18</Case><Case(19)>19</Case><Case(20)>20</Case><Case(21)>21</Case><Case(22)>22</Case><Case(23)>23</Case></Switch><Else/>0</If>点（地球时间）被重置。
在重置参加次数后便可再次参加仙人微彩的有奖竞猜。","","","","","","","","","",""
46,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"您获得了<Value>IntegerParameter(1)</Value>等奖，恭喜您！
请收下包括了前期兑换奖励的金碟币。","","","","","","","","","",""
47,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"哇，居然是1等奖，恭喜您！
那么，请收下包括了前期兑换奖励的金碟币，
以及附加奖品<Sheet(Item,IntegerParameter(1),0)/>！","","","","","","","","","",""
48,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"哎呀，您好像错过兑换时间了呢……
那么这张仙人仙彩我们就回收了。
下次可不要忘记兑换哦！","","","","","","","","","",""
49,2,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
50,1,0,False,51,2,764,False,0,0,0,0,0,0,0,0,0,0,"有一只小魔精混入了金碟游乐场之中。
它会使用一种叫做换肤的能力变身成人类。
这家伙似乎变成我的样子在到处恶作剧……","","","","","","","","","",""
51,1,0,False,163,2,0,False,0,0,0,0,0,0,0,0,0,0,"帮我个忙，找到跟我长得一样的家伙，
然后把这个特制烟球扔在他脸上，识破他的伪装！
要是想确认我的外貌，只要再找我搭话就行！","","","","","","","","","",""
52,0,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
53,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"噢噢，帮了我大忙了！
真是只喜欢恶作剧的小魔精啊……
它要是再混进来，恐怕还得拜托你帮忙啦！","","","","","","","","","",""
54,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"没找到吗……
没办法，这回就先放弃吧……","","","","","","","","","",""
55,1,0,False,0,2,0,False,0,0,0,0,0,0,0,0,0,0,"哎呀，你的观察力真是厉害！
我可以给你点好处，这次能放过我吗？
放心吧，我不会再恶作剧了！","","","","","","","","","",""
56,1,0,False,0,2,0,False,0,0,0,0,0,0,0,0,0,0,"我不会再恶作剧了！
……大概吧！","","","","","","","","","",""
57,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"咳咳咳、咳咳！
你干什么！","","","","","","","","","",""
58,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"呜……烟雾迷了眼睛。","","","","","","","","","",""
59,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"喂喂，人家玩得正开心呢，
能不能别捣乱啊。","","","","","","","","","",""
60,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"还来啊，有完没完……
从刚才起就有好几个人冲我扔烟雾弹了。
再来我可要生气了啊！","","","","","","","","","",""
61,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"哇！
我说你，干这种恶作剧可不太好啊！","","","","","","","","","",""
62,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"啊，真是的！
就算是为了引起我的注意，也不能搞恶作剧！","","","","","","","","","",""
63,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"呀！你干什么？！","","","","","","","","","",""
64,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"咳咳……冷不丁地做什么？
真是扫兴。","","","","","","","","","",""
65,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"咳咳、咳咳……
喂，你把我当什么了！","","","","","","","","","",""
66,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"呜哇？！
真是的，人家还想接着玩呢，别再搞恶作剧啦！","","","","","","","","","",""
67,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"唔哈、咳咳……
这、这是金碟游乐场的特别节目之类的吗？","","","","","","","","","",""
68,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"哇——
就算我是乡下人，也不该受到这样的对待吧。
……诶？不是这样吗？","","","","","","","","","",""
69,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"唔噗？！
看、看不到前面……","","","","","","","","","",""
70,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"……唔咳。
这就是金碟游乐场的待客之道吗？","","","","","","","","","",""
71,1,0,False,72,2,764,False,0,0,0,0,0,0,0,0,0,0,"我这里有些东西要送给金碟游乐场的工作人员，
可麻烦的是，跟我们作对的某个盗贼团，
现在正紧盯着我的一举一动。","","","","","","","","","",""
72,1,0,False,80,2,0,False,0,0,0,0,0,0,0,0,0,0,"可不可以麻烦你避开那些家伙的视线，
把这个易碎的壶送过去？
这个壶非常容易坏，运送的时候一定要小心轻放啊。","","","","","","","","","",""
73,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"非常感谢，看来是平安送到了呢！
要是下次还有东西要送，
还得麻烦你帮忙！","","","","","","","","","",""
74,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"那群粗鲁的盗贼完全不会管你运送的东西贵不贵重。
要是被他们发现，肯定会把易碎的壶打碎的。
运送的时候要注意不要进入他们的视线！","","","","","","","","","",""
75,1,0,False,76,2,0,False,0,0,0,0,0,0,0,0,0,0,"哎呀，被那些盗贼发现了吗？
其实我早就预料到会发生这种事情，
所以同样的壶我准备了好几个呢。","","","","","","","","","",""
76,2,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"要再次进行挑战吗？","是","否","","","","","","","",""
77,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"噢噢！你把壶送来了啊。
对你谨慎认真的态度和敏锐的判断力表示万分的敬佩！","","","","","","","","","",""
78,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"呵呵，竟然能到达我这里，真不简单！
东西我就收下了。
真是谢谢你特意送过来！","","","","","","","","","",""
79,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"有东西要给我？
一路走来想必你也很不容易吧。
谢谢了！","","","","","","","","","",""
80,2,0,False,97,2,764,False,0,0,0,0,0,0,0,0,0,0,"要进行挑战吗？","是","否","","","","","","","",""
81,1,0,False,82,2,0,False,0,0,0,0,0,0,0,0,0,0,"另外，对于在公布仙人仙彩的中选号码后，
立刻进行了奖品兑换的客人，
我们还准备了更加令人惊喜的额外奖励哦！","","","","","","","","","",""
82,1,0,False,130,2,0,False,0,0,0,0,0,0,0,0,0,0,"至于额外奖励的内容，
会在公布中选号码时通知各位客人的，
还请多多期待！","","","","","","","","","",""
83,1,7,False,105,0,0,False,0,0,0,0,0,0,0,0,0,0,"在公布中选号码后的<Value>IntegerParameter(3)</Value>小时（地球时间）内兑换奖品的话，
可以获得前期兑换奖励。","","","","","","","","","",""
84,0,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
85,0,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
86,0,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
87,0,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
88,0,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
89,1,0,False,90,2,764,False,0,0,0,0,0,0,0,0,0,0,"在光芒闪耀的舞台之上，提丰老师的鼻息秀闪亮登场了！
各位挑战者能否预测鼻息喷发的位置，
始终屹立于舞台之上而不倒呢？","","","","","","","","","",""
90,1,0,False,276,2,0,False,0,0,0,0,0,0,0,0,0,0,"如果你有自信能躲过每一次鼻息，就到舞台上面去吧！
可是一旦被鼻息吹飞，带给着你的将会是恐怖的精神攻击，
做好心理准备吧！","","","","","","","","","",""
91,1,0,False,92,2,764,False,0,0,0,0,0,0,0,0,0,0,"哎哟，这位冒险者表示并不惧怕我们的提丰老师啊？
如果你还残留着些许面对鼻息的勇气，
我会再次将你引导到舞台之上！","","","","","","","","","",""
92,2,0,False,0,2,0,False,0,0,0,0,0,0,0,0,0,0,"要前往舞台吗？","是","否","","","","","","","",""
93,1,0,False,0,2,0,False,0,0,0,0,0,0,0,0,0,0,"哼嗯，你只是来膜拜提丰老师的英姿的吗？
只是旁观未免乏味，有机会请务必亲身体验一下！","","","","","","","","","",""
94,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"鼻息拂遍全身的感觉如何？
不过，倒也不必消沉……
这难以释怀的心情，正是你挑战过强敌的证明。","","","","","","","","","",""
95,1,0,False,36,2,764,False,0,0,0,0,0,0,0,0,0,0,"哎呀，再不赶快就要开始了！
要再次移动到舞台上去吗？","","","","","","","","","",""
96,0,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
97,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"我已经在你的地图上做好标记了，
请你将壶交给在任意标记位置的1名工作人员！","","","","","","","","","",""
98,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"<Unknown60>0203</Unknown60>恭喜您。
这<Format(IntegerParameter(1),FF022C)/>金碟币是您的奖品，请收下！
欢迎再次光临！","","","","","","","","","",""
99,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"感谢您的参与。
欢迎再次光临！","","","","","","","","","",""
100,1,7,False,134,0,0,False,0,0,0,0,0,0,0,0,0,0,"获得了前期兑换奖励，所得金碟币增加了！","","","","","","","","","",""
101,1,0,False,105,2,764,False,0,0,0,0,0,0,0,0,0,0,"第<Value>IntegerParameter(1)</Value>期仙人仙彩正在举办之中！
怎么样，要不要试一下？","","","","","","","","","",""
102,1,0,False,105,2,764,False,0,0,0,0,0,0,0,0,0,0,"在中选号码公布之前还请再等待一段时间。
……还是说您还有什么其他的事吗？","","","","","","","","","",""
103,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"哎呀，您所持的这期仙人仙彩的抽选结果已经公布了！
请先去奖品兑换员那里兑换奖品吧。","","","","","","","","","",""
104,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"您所持的这期仙人仙彩已经过了兑奖时间……
真是抱歉，这张仙人仙彩我就回收了。
下次请不要错过兑换时间哦！","","","","","","","","","",""
105,5,0,False,0,2,0,False,0,0,0,0,0,0,0,0,0,0,"要做什么？","参加仙人仙彩有奖竞猜","查看购买人数奖励","查看过去的1等奖中选者名单","听取仙人仙彩的说明","听取购买人数奖励的说明","取消","","","",""
106,8,0,False,137,2,764,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
107,7,0,False,105,2,764,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
108,1,0,False,128,2,764,False,0,0,0,0,0,0,0,0,0,0,"参加仙人仙彩需要<Value>IntegerParameter(1)</Value>金碟币。
参加的时候请选择一组喜欢的4位号码！
这就是客人您的抽选号码！","","","","","","","","","",""
109,6,0,False,105,2,764,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
110,1,0,False,105,2,764,False,0,0,0,0,0,0,0,0,0,0,"现在好像还没有人获得过1等奖。
希望您会是第一位！","","","","","","","","","",""
111,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"您身上似乎没有可供兑换的仙人仙彩呢。
请您先去中央的柜台选择抽选用的号码吧！","","","","","","","","","",""
112,1,0,False,43,2,764,False,0,0,0,0,0,0,0,0,0,0,"客人您的这期仙人仙彩还没有公布中选号码……
在中选号码公布之前还请您耐心等待。","","","","","","","","","",""
113,1,0,False,134,2,764,False,0,0,0,0,0,0,0,0,0,0,"您持有的仙人仙彩已经可以兑换了。
那么这就告诉您抽选结果！","","","","","","","","","",""
114,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"在这里可以进行陆行鸟竞赛的参赛登记！","","","","","","","","","",""
115,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"哎呀，你已经见过凯特瑞小姐了吗？
我会期待你和你的竞赛陆行鸟一同前来登记的。","","","","","","","","","",""
116,2,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"要取消参赛申请吗？","是","否","","","","","","","",""
117,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"已取消参赛申请。","","","","","","","","","",""
118,10,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"要做什么？","申请参赛","听取说明","取消","","","","","","",""
119,10,0,False,0,2,764,False,120,121,122,281,282,283,284,285,118,0,"想了解什么？","什么是陆行鸟竞赛？","关于竞赛陆行鸟的登记","关于参赛申请","关于羽力和竞赛等级","关于竞赛道具","关于竞赛道具的种类","关于竞赛能力","关于影响竞赛的天气","取消",""
120,1,0,True,286,2,764,False,0,0,0,0,0,0,0,0,0,0,"所谓陆行鸟竞赛，就是让强化过奔跑能力的陆行鸟们，
以终点为目标互相争夺名次的比赛。
在金碟游乐场里，它可是超热门的竞技项目！","","","","","","","","","",""
121,1,0,True,287,2,764,False,0,0,0,0,0,0,0,0,0,0,"将新陆行鸟登记成为“竞赛陆行鸟”后，
可以对陆行鸟进行训练并让其参赛。","","","","","","","","","",""
122,1,0,True,289,2,764,False,0,0,0,0,0,0,0,0,0,0,"竞赛陆行鸟在申请参赛后便可以参加竞赛！
根据陆行鸟的能力不同，竞赛也分为好几个等级。","","","","","","","","","",""
123,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"咦，你似乎没有可以申请参赛的陆行鸟呢。
请先去训鸟师那里，
将新陆行鸟登记为竞赛陆行鸟后再来这里吧。","","","","","","","","","",""
124,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"如果想和小队成员一起参赛的话，
要由队长提出参赛申请哦！","放弃","","","","","","","","",""
125,11,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"选择竞赛","分级竞赛","竞速挑战","竞赛教学","取消","","","","","",""
126,12,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"选择赛道","随机赛道","返回","","","","","","","",""
127,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"你已经成功申请了“<Sheet(GoldSaucerTextData,IntegerParameter(1),0)/>：<Sheet(GoldSaucerTextData,IntegerParameter(2),0)/>”的比赛！
在比赛开始前，请在陆行鸟广场内稍等片刻！","","","","","","","","","",""
128,1,0,False,129,2,0,False,0,0,0,0,0,0,0,0,0,0,"以客人的号码和每期发布的中选号码相对照，
会根据个位起连续吻合的位数多少，来决定您能获得的奖品。
因此，个位的号码是关键！","","","","","","","","","",""
129,1,0,False,81,2,764,False,0,0,0,0,0,0,0,0,0,0,"中选号码公布以后，请务必及时确认哦。
幸运女神会告诉您中选号码是多少的！","","","","","","","","","",""
130,1,0,False,131,2,0,False,0,0,0,0,0,0,0,0,0,0,"公布结果后，就可以在奖品兑换员处进行兑换了。
如果中了1等奖，还可以获得特别附加的豪华奖品！","","","","","","","","","",""
131,1,7,False,132,2,0,False,0,0,0,0,0,0,0,0,0,0,"仙人仙彩每周只能购买3次。
每周<ResetTime>1707</ResetTime><Switch(TopLevelParameter(220))><Case(1)>周日</Case><Case(2)>周一</Case><Case(3)>周二</Case><Case(4)>周三</Case><Case(5)>周四</Case><Case(6)>周五</Case><Case(7)>周六</Case></Switch>的<If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>13</Case><Case(14)>14</Case><Case(15)>15</Case><Case(16)>16</Case><Case(17)>17</Case><Case(18)>18</Case><Case(19)>19</Case><Case(20)>20</Case><Case(21)>21</Case><Case(22)>22</Case><Case(23)>23</Case></Switch><Else/>0</If>点（地球时间）
将会公布当期仙人仙彩的抽选结果。","","","","","","","","","",""
