key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
11,"开拓目标：在耕地种植作物","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>使用浇水模式为种下的种子浇水<Unknown14>EC</Unknown14></Color>","使用播种模式在耕地种下选好的种子",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,-240,112,40
12,"开拓目标：在耕地种植作物","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>向耕种小员报告<Unknown14>EC</Unknown14></Color>","使用浇水模式为种下的种子浇水",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
13,"开拓目标：在牧场喂食动物","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>听取猫耳小员的说明<Unknown14>EC</Unknown14></Color>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
14,"开拓目标：在牧场喂食动物","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>委托放牧小员整地<Unknown14>EC</Unknown14></Color>","听取猫耳小员的说明",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
15,"开拓目标：在牧场喂食动物","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>听取放牧小员的说明<Unknown14>EC</Unknown14></Color>","委托放牧小员整地",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
16,"开拓目标：在牧场喂食动物","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>使用捕兽模式捕捉动物<Unknown14>EC</Unknown14></Color>","听取放牧小员的说明",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,300,-252,600
17,"开拓目标：在牧场喂食动物","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>听取放牧小员的说明<Unknown14>EC</Unknown14></Color>","使用捕兽模式捕捉动物",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
18,"开拓目标：在牧场喂食动物","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>使用喂食模式为动物喂食<Unknown14>EC</Unknown14></Color>","听取放牧小员的说明",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,-292,148,40
19,"开拓目标：在牧场喂食动物","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>向放牧小员报告<Unknown14>EC</Unknown14></Color>","使用喂食模式为动物喂食",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
20,"开拓目标：建设开拓工房做好贸易的准备","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>听取猫耳小员的说明<Unknown14>EC</Unknown14></Color>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
21,"开拓目标：建设开拓工房做好贸易的准备","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>委托开拓小员1号整地<Unknown14>EC</Unknown14></Color>","听取猫耳小员的说明",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
22,"开拓目标：建设开拓工房做好贸易的准备","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>听取开拓小员1号的说明<Unknown14>EC</Unknown14></Color>","委托开拓小员1号整地",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
23,"开拓目标：建设开拓工房做好贸易的准备","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>收集开拓素材
在开拓制作面板中制作开拓无人岛用石锤<Unknown14>EC</Unknown14></Color>","听取开拓小员1号的说明",3,3,4,9,2,10,11,4,12,255,0,0,255,0,0,0,0,0,0
24,"开拓目标：建设开拓工房做好贸易的准备","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>收集开拓素材建造开拓工房<Unknown14>EC</Unknown14></Color>","收集开拓素材 在开拓制作面板中制作开拓无人岛用石锤",9,10,10,0,10,1,14,10,15,11,5,12,8,5,9,0,0,0,0
25,"开拓目标：建设开拓工房做好贸易的准备","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>向开拓小员1号报告<Unknown14>EC</Unknown14></Color>","收集开拓素材建造开拓工房",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
26,"开拓目标：自由开拓无人岛","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>听取猫耳小员的说明<Unknown14>EC</Unknown14></Color>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
27,"开拓目标：自由开拓无人岛","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>按照自己的想法开拓小岛<Unknown14>EC</Unknown14></Color>","听取猫耳小员的说明",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
28,"开拓目标：寻找更高的目标","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>听取猫耳小员的说明<Unknown14>EC</Unknown14></Color>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
29,"开拓目标：寻找更高的目标","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>按照自己的想法磨炼开拓的本领<Unknown14>EC</Unknown14></Color>","听取猫耳小员的说明",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
30,"开拓目标：调查小岛的传闻","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>听取猫耳小员的说明<Unknown14>EC</Unknown14></Color>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
31,"开拓目标：调查小岛的传闻","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>调查山脉<Unknown14>EC</Unknown14></Color>","听取猫耳小员的说明",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,420,-145,40
32,"开拓目标：调查小岛的传闻","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>向猫耳小员报告<Unknown14>EC</Unknown14></Color>","调查山脉",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
33,"开拓目标：调查小岛的传闻","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>听取探险小员的说明<Unknown14>EC</Unknown14></Color>","向猫耳小员报告",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
34,"开拓目标：调查小岛的传闻","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>在开拓制作面板中制作魔法人偶用碎岩设备
向探险小员报告<Unknown14>EC</Unknown14></Color>","听取探险小员的说明",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
35,"开拓目标：进一步充实无人岛","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>听取猫耳小员的说明<Unknown14>EC</Unknown14></Color>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
36,"开拓目标：进一步充实无人岛","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>进一步按照自己的想法充实无人岛<Unknown14>EC</Unknown14></Color>","听取猫耳小员的说明",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
37,"","","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0
